"","D14","D60","D74","D365"
"ENSG00000118785",-5.3759831391463,-5.61417135979418,-6.23152861477004,-5.94808222257537
"ENSG00000087903",-3.24069161837975,-2.90740615677629,-1.63934471007755,-0.194884763730076
"ENSG00000014641",0.497870547668991,0.135053564810466,0.237616286687848,0.160278984645451
"ENSG00000166326",-1.01521282381368,-0.9103548042256,-0.704073897359391,-0.188371680438201
"ENSG00000129355",-1.88235748255605,-1.46200483696611,-2.21707682861312,-0.996131873176591
"ENSG00000100852",-1.63091379619365,-0.449189339263167,-1.3235200738983,-0.613154094483361
"ENSG00000127824",-1.0929933047635,-0.591377027096942,-0.618337548193151,0.180297072597561
"ENSG00000225484",0.985240267641508,0.41837359297662,0.786402120676599,0.213788988661114
"ENSG00000145687",-3.20588725914325,-2.44834068289613,-2.71288926576215,-5.55973699007647
"ENSG00000102678",-6.17185434132566,-3.63120741677018,-6.68236874926687,-4.01420903612119
"ENSG00000121039",2.68931988620373,1.62467449114145,2.74503764152065,1.82067408561784
"ENSG00000229056",-3.42594199216117,-1.63069482218007,-3.1669418855736,-1.22259965407264
"ENSG00000178913",-0.645270828542624,-0.164672352822982,-0.606783862822964,-0.123905711880587
"ENSG00000120727",0.715245923933898,0.370152574011321,0.598084778341872,0.432172096328142
"ENSG00000156535",1.96909721369944,2.10127527796904,2.79079305090921,1.9309412234535
"ENSG00000211752",-5.40880449530748,-0.175988485044549,-1.86949739182059,0.265415311646924
"ENSG00000122884",-0.96102343898755,-0.625261573063077,-1.0493689795321,-0.02346867523038
"ENSG00000188171",-4.52432277388835,-0.938732140618413,-3.26169264513079,0.118878432114715
"ENSG00000077585",1.51804620093685,0.683736705008224,1.10656820840184,1.52901779468618
"ENSG00000008083",0.684389638939967,0.934710074991537,0.830424091246743,0.0514622619750517
"ENSG00000151491",-6.0800421823491,-4.81511632338822,-4.06800436059347,-2.77801181790149
"ENSG00000266094",-0.765906849357519,-0.501543620598293,-0.315519920039599,-0.476539212682273
"ENSG00000155096",0.807829160317391,0.542671496463812,0.633660318778054,0.32926306513479
"ENSG00000270164",3.57978548818871,1.74552164880536,3.0620828392024,-0.232584818890214
"ENSG00000275342",5.40941448433501,3.80737204057816,5.25040169713973,3.1232909225039
"ENSG00000212907",-0.500782900073432,-0.269612965745996,-0.305361984716799,0.0384336968212502
"ENSG00000172531",0.583908264763968,0.0391629136151147,0.469589462447813,0.673481879253525
"ENSG00000131844",0.8225796964842,0.178996526154509,0.128243037338206,-0.0339009952343722
"ENSG00000065154",-0.638652133402282,-0.446601376859638,-0.726866246196762,-0.263143712622789
"ENSG00000163219",1.92297331563471,0.153092561596451,1.61533545258925,0.711902043146943
"ENSG00000186469",0.899618297854664,0.032822376265034,0.697758959569214,-0.213387446317279
"ENSG00000184209",1.1657485961063,0.672694546525166,0.884998297802261,0.563531886463638
"ENSG00000184995",-5.17378105036265,-4.22277355145403,-4.47915392403187,-4.15489324198148
"ENSG00000149177",1.65373164214403,1.52680485798755,1.75115185410817,1.40770400230077
"ENSG00000140284",1.72145699998774,1.55691561408067,1.90518431468336,1.38804380576875
"ENSG00000119596",0.979520599330767,0.745486764035328,0.611406100927659,0.270714043218947
"ENSG00000171159",0.803456110061943,0.432403935350929,0.745837410968769,0.915245883130399
"ENSG00000131669",-0.502793903764536,-0.387711209578021,-0.569625308784992,-0.246453910732999
"ENSG00000085733",3.63078940656379,0.103395429888977,2.9095643402956,1.83611821911035
"ENSG00000164051",6.20497479375792,4.004601505239,5.12252974167017,5.99917810613451
"ENSG00000142168",0.415939763184986,0.215848202610684,0.226733786797157,0.0356804084091883
"ENSG00000261208",-3.60460012336702,-1.29071378997073,-2.97130911490946,-2.89110735133643
"ENSG00000124701",6.12823628066664,4.07975293021272,1.16963126386432,2.9702712814837
"ENSG00000249784",3.02450535186564,-0.590768859570745,2.0004955514879,-0.448812605237578
"ENSG00000145703",0.692433623332172,0.407039871910388,0.915299361327677,0.550596647771923
"ENSG00000081320",-1.04908750245173,-0.511658667653916,-0.550902337478759,-0.34693551553284
"ENSG00000087494",5.79397857427612,7.7692645348196,3.62080595218251,1.46381955452353
"ENSG00000128891",1.0466195052323,0.5490289437572,0.599373316460166,0.815820534710136
"ENSG00000256582",5.06847678265256,4.78602457090086,4.86604026042948,2.68024772266458
"ENSG00000005844",4.60197814496273,2.50502316424647,4.51958779909841,1.62701784582529
"ENSG00000130449",-1.28650036744628,-0.705594092411092,-0.740648590853208,-0.493606303572815
"ENSG00000112312",3.03887553568593,2.39610070511356,2.64682473826573,2.21039145341226
"ENSG00000173559",-0.693007338441206,-0.0509386604253306,-0.545344960003312,-0.601181334192345
"ENSG00000189190",-1.67964724693896,0.110530727260334,-1.5967139951029,0.340010485310811
"ENSG00000067082",-0.828030390988564,-0.20052448790185,-0.43899004413487,-0.336701427136257
"ENSG00000159720",0.714729502983049,0.416673551824464,0.364886073382772,0.494240677787422
"ENSG00000198938",-0.339417560413269,-0.144858180084848,-0.255544682765189,-0.213535432537993
"ENSG00000142156",-4.97064480041077,-3.82950083722532,-4.64366933791689,-4.42611523197143
"ENSG00000111846",5.81153180788162,-0.279447151736041,5.71242150506882,0.259019174606193
"ENSG00000025039",-4.80240450455504,-4.99217027895037,-5.78609298308833,-2.97429768742994
"ENSG00000251562",-0.496413116824489,-0.12640429768377,-0.350766490270528,-0.338753783964704
"ENSG00000120306",-0.854089729092564,-0.317360487208182,-0.480759148855702,-0.47589601850844
"ENSG00000138684",1.79945935907478,1.59987737347118,2.25472301072528,1.92216545366348
"ENSG00000100162",1.62661842364071,0.891984262975887,1.12519635097958,1.02675004862261
"ENSG00000102316",-1.22823799300039,-0.213603920510027,-1.00155961862957,-0.925679825859192
"ENSG00000151692",-5.34883894716991,-5.29872153156779,-4.22611255394198,-4.7435662647725
"ENSG00000254879",3.46338702134342,4.25166999790448,3.30843711311116,1.90332157464399
"ENSG00000066651",-1.02644925503774,-0.772419728451293,-1.27084392151745,-0.156958710505088
"ENSG00000135821",-1.29316481320739,-1.29341207017595,-1.79680012050464,-1.06080206887722
