"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene_id"
-1.22150616921955,7.02540563593613,-8.50714154025714,9.21490177116384e-09,0.000109594211069493,10.1631048641559,"ENSG00000123416"
-9.90167413935918,-1.2873892969183,-8.17590922643179,1.9049226777961e-08,0.000109594211069493,7.31071176567372,"ENSG00000182107"
2.05436419089319,7.22843438198132,8.03556135325399,2.60269848793355e-08,0.000109594211069493,9.16402685866845,"ENSG00000153094"
1.35549549342871,8.30505112400126,8.0253142431066,2.66296224199959e-08,0.000109594211069493,8.87024695493619,"ENSG00000100722"
2.73388263579336,6.19218141450559,7.74648376769016,4.99108873842292e-08,0.000164326605623836,8.58411025329022,"ENSG00000172965"
3.31678504795715,4.88484594445498,7.19110804480257,1.79829848717276e-07,0.000394203440977404,7.01274284765405,"ENSG00000152492"
1.16324308113171,7.56103236455256,7.18669212316596,1.81701107255234e-07,0.000394203440977404,7.0938300243051,"ENSG00000002586"
-0.605500245905713,9.6065627172728,-7.16414655347628,1.91570132901181e-07,0.000394203440977404,6.42435471429437,"ENSG00000198763"
8.86955263914781,-3.27052256744309,7.04572571850828,2.53186189035735e-07,0.000405296375428835,5.36506441311208,"ENSG00000111490"
-1.31459008169277,7.50589645806866,-7.02328039970805,2.66982157645154e-07,0.000405296375428835,6.67241066357256,"ENSG00000165169"
7.53449744844168,-1.34503262958028,6.99283880839793,2.86930884758087e-07,0.000405296375428835,5.2004092456703,"ENSG00000088325"
0.980413535430104,8.01430957962432,6.98050488537088,2.95441410833801e-07,0.000405296375428835,6.53886283451726,"ENSG00000140612"
1.18334770599358,7.04015831228211,6.78596983195561,4.6964557148563e-07,0.000594715799830496,6.20435765890207,"ENSG00000100554"
-1.49782945992146,6.10603243590512,-6.65557734405284,6.42418838561334e-07,0.000755392780028335,6.08033952590984,"ENSG00000122644"
1.28311999142867,9.88879336906775,6.57143968106534,7.87176979771461e-07,0.000787483987448948,5.01778608979818,"ENSG00000163600"
3.21197653494346,7.57887016024902,6.56893621922694,7.91961128692932e-07,0.000787483987448948,5.91986949180056,"ENSG00000169554"
1.68517542584863,6.38241657947037,6.55799524558491,8.13220008907308e-07,0.000787483987448948,5.81950446936328,"ENSG00000110777"
8.4918700049575,1.87060531073159,6.50138648646396,9.3288344555905e-07,0.000853173737821838,4.66398858025753,"ENSG00000102174"
1.14553493682006,9.07760296766019,6.44479737623932,1.07049878894656e-06,0.000927502687559905,4.94433697887456,"ENSG00000143669"
7.29605787724526,-1.98700953896085,6.37060157013249,1.28285316103141e-06,0.000960476216683763,4.07048339568168,"ENSG00000160183"
1.35636919929,8.08113867428319,6.36991530490071,1.28500588624148e-06,0.000960476216683763,4.9818984398652,"ENSG00000124788"
6.06083071891773,-1.44458369213386,6.34861825000655,1.353673354691e-06,0.000960476216683763,3.7140667075885,"ENSG00000254911"
6.51432787904807,-0.26372746928914,6.3468705394914,1.3594718078681e-06,0.000960476216683763,3.94903197166781,"ENSG00000240350"
5.30310107548755,0.392849106638524,6.31881412851199,1.45609701861624e-06,0.000960476216683763,3.7085795640184,"ENSG00000224959"
1.54055012750942,8.67271819406502,6.31810545176044,1.45862625544248e-06,0.000960476216683763,4.82234388975783,"ENSG00000163599"
