"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene_id"
-7.80839019229411,1.61518969740989,-7.06306308477293,2.43030309519437e-07,0.00400076495530897,5.41474025341852,"ENSG00000068001"
8.35249455289072,3.05378722812142,5.86353897680489,4.488579172086e-06,0.0245835411057023,3.74301475190818,"ENSG00000135077"
7.7692645348196,-2.04637249032685,5.82651131028478,4.9233778933351e-06,0.0245835411057023,3.35367376605551,"ENSG00000087494"
1.84828853129188,8.46742748329511,5.74925024517097,5.97340325736905e-06,0.0245835411057023,3.37791028880048,"ENSG00000198734"
-4.76287357417327,-1.21222951476815,-5.55454348453931,9.74519893322441e-06,0.0313607252923581,2.22088280121582,"ENSG00000184227"
2.10609925022396,6.19218141450559,5.49135780631589,1.14302242591513e-05,0.0313607252923581,3.33535124105334,"ENSG00000172965"
5.00386105612333,0.392849106638524,5.40480630992605,1.42278120962248e-05,0.0334597489611505,2.36986990900088,"ENSG00000224959"
1.51820457209103,7.22843438198132,5.27400235738295,1.98267631748114e-05,0.0376157755182684,2.51331711415557,"ENSG00000153094"
0.934710074991537,9.22209199619734,5.24101471118229,2.15609884292348e-05,0.0376157755182684,1.75938421654955,"ENSG00000008083"
1.38057574875888,8.67271819406502,5.20974174569297,2.33462774144265e-05,0.0376157755182684,1.9475989106068,"ENSG00000163599"
-1.13163708936634,7.50589645806866,-5.16737596639517,2.60051068856313e-05,0.0376157755182684,2.05933755605563,"ENSG00000165169"
-4.48655465360657,-0.577008219484103,-5.14657790360805,2.74200769177026e-05,0.0376157755182684,1.52598371564153,"ENSG00000249492"
5.00415588635194,1.90037007962223,5.03610170370191,3.63451417103927e-05,0.0448012953679054,1.7944914068163,"ENSG00000157349"
2.59162701915766,7.57887016024902,5.01762543549375,3.81009679960318e-05,0.0448012953679054,2.072497211328,"ENSG00000169554"
6.85198705228121,0.636974484703531,4.88438124223358,5.35628142361665e-05,0.0587834031970515,1.61235172114531,"ENSG00000105497"
-7.01476919320257,-2.64908708984985,-4.85316937615342,5.80163539846495e-05,0.0596915762059562,1.26637394444018,"ENSG00000174529"
-4.08298361735651,3.75892480932623,-4.75580726060471,7.44421591383659e-05,0.0720862837491635,1.36142281559986,"ENSG00000112367"
2.37138160829872,6.46493732619741,4.71462282196677,8.27256845294143e-05,0.0756572343735122,1.38987156531103,"ENSG00000197696"
4.25166999790448,1.08667436309947,4.68653935425626,8.88979060687532e-05,0.0770230173528324,1.01933745169412,"ENSG00000254879"
5.55596347469623,-4.14287637778552,4.65004917539465,9.76119178788904e-05,0.0803443696061147,0.729775661242941,"ENSG00000204620"
6.79457661639765,-0.0900277595635603,4.61075627677773,0.000107953747224253,0.0831309670569992,1.02303883358218,"ENSG00000257802"
7.74676518380802,0.564569867522751,4.58750835189824,0.000114581579402189,0.0831309670569992,1.10951471281822,"ENSG00000101134"
7.57015072211406,-1.11241250416047,4.57275760860061,0.000118996396287087,0.0831309670569992,0.94975934496993,"ENSG00000267136"
-6.59305811770571,-2.5734228169602,-4.56560845246192,0.000121196890375895,0.0831309670569992,0.778611346176758,"ENSG00000104267"
7.18358332904829,1.87060531073159,4.54123981603161,0.000129007678788869,0.0847009173119728,0.864026869968233,"ENSG00000102174"
6.94463442772361,-1.79264526559796,4.52707739500869,0.000133776202776776,0.0847009173119728,0.722664229476674,"ENSG00000261094"
-7.31805143184117,-2.77496767794309,-4.50116848015832,0.000142960135199809,0.0871633239133058,0.574699978524288,"ENSG00000165029"
-6.19539744895506,-1.66714284768693,-4.43503323123112,0.000169358928903179,0.0939331305964017,0.504168154120438,"ENSG00000103202"
5.81195285357075,0.892050124051948,4.41390568225097,0.000178777225658564,0.0939331305964017,0.681439933461399,"ENSG00000229989"
5.72383143997278,-4.64601761205935,4.39972975998353,0.000185387592603623,0.0939331305964017,0.220775897638061,"ENSG00000224802"
0.851122286415321,8.1020571490026,4.39781576816865,0.000186298579245594,0.0939331305964017,0.00311124149684172,"ENSG00000109861"
2.22118377426224,4.88484594445498,4.37943020363736,0.000195279893776107,0.0939331305964017,0.778948577055536,"ENSG00000152492"
-6.11267504923434,-2.20711797171873,-4.36802360097306,0.000201067555950211,0.0939331305964017,0.231645148903374,"ENSG00000172613"
2.10127527796904,7.18565938837744,4.3643180854843,0.000202984251596105,0.0939331305964017,0.250972494086777,"ENSG00000156535"
5.43365665922821,-0.26372746928914,4.36116669835288,0.000204628636856509,0.0939331305964017,0.317669079624781,"ENSG00000240350"
0.691940868065978,9.64920389806554,4.35863478454392,0.000205959390849545,0.0939331305964017,-0.590857252075646,"ENSG00000155849"
-1.57583089224326,5.61269390089862,-4.34896020123514,0.000211124154541785,0.0939331305964017,0.426430244803804,"ENSG00000145390"
-5.79929415215307,-4.16550213824106,-4.27186572915808,0.000257163732285684,0.111406035812814,0.0343104836217138,"ENSG00000205710"
-1.19876270316895,5.77146691162283,-4.18237287628994,0.000323251231773948,0.129362895779712,0.0711155233358873,"ENSG00000135002"
-6.43689469471833,-1.2873892969183,-4.18230324014276,0.000323308721379896,0.129362895779712,0.0624022663419153,"ENSG00000182107"
1.14425171601313,5.4968663603096,4.18035578237902,0.000324920604013249,0.129362895779712,0.0440225090884283,"ENSG00000143633"
-2.10031805994684,1.96212621619902,-4.1742247005876,0.000330047480424487,0.129362895779712,-0.0496889689967528,"ENSG00000111817"
-5.61417135979418,-4.63059752473075,-4.11956940499043,0.000379446522226864,0.145266247648805,-0.274798237988383,"ENSG00000118785"
-0.712519634264416,8.71909171877763,-4.10308335278558,0.000395738321997382,0.148060096743657,-1.0020126606409,"ENSG00000180628"
-5.56024894968067,-1.08948668081033,-4.00492099135654,0.000508120049455601,0.179270252985948,-0.369107283463605,"ENSG00000123411"
-0.820663155489797,7.59845373946433,-4.00399842709826,0.000509313582380658,0.179270252985948,-0.944106327990183,"ENSG00000008517"
-5.36946075683861,-4.01514704643155,-4.00206233205854,0.000511827353319131,0.179270252985948,-0.490160242015005,"ENSG00000272263"
0.891542348939348,9.88879336906775,3.99265986693534,0.000524210765882098,0.179782450582315,-1.55740804834603,"ENSG00000163600"
-2.108461588912,6.38414359175432,-3.93878539590668,0.000601089520624984,0.197694435546786,-0.80032420916055,"ENSG00000143184"
8.94326106005026,0.960511020291988,3.93743010018347,0.0006031606527303,0.197694435546786,-0.296312517495368,"ENSG00000102024"
0.650220498132444,8.01430957962432,3.9313970348248,0.00061246605594011,0.197694435546786,-1.10055718214026,"ENSG00000140612"
-5.77228536627681,-2.38473554322262,-3.90339379626778,0.000657547157679503,0.208164255956154,-0.611294644989103,"ENSG00000106789"
0.781771807668325,9.07760296766019,3.88893565751507,0.00068208839556007,0.211859229579432,-1.57515377252993,"ENSG00000143669"
4.58823827257403,-1.44458369213386,3.85009479898608,0.000752577478664614,0.227004148110773,-0.766779464459312,"ENSG00000254911"
-5.44750390320776,-0.706943845772817,-3.8404191539726,0.000771225322749821,0.227004148110773,-0.707077459717646,"ENSG00000254469"
0.958327574138613,8.08113867428319,3.83978412827387,0.000772464997447971,0.227004148110773,-1.41922430695212,"ENSG00000124788"
2.62780221492835,2.03979324399827,3.83291217349479,0.000786006344448673,0.227004148110773,-0.508917138992675,"ENSG00000100379"
-6.17543150146183,-3.80001280399017,-3.80482792231344,0.000843818303821783,0.234607694487207,-0.821297089943249,"ENSG00000102870"
5.63391370209976,0.27809237827425,3.80431081568417,0.0008449210886296,0.234607694487207,-0.719656423466424,"ENSG00000103381"
-4.33605051304239,-5.2889908267454,-3.78946648306305,0.000877189883377062,0.234607694487207,-0.891380182923136,"ENSG00000235096"
5.56845376161459,0.621779401453114,3.78392519133956,0.000889543777449388,0.234607694487207,-0.765895489473222,"ENSG00000157483"
1.74180346695949,4.36622843570373,3.7810354546809,0.000896053946320034,0.234607694487207,-0.69967344026667,"ENSG00000126814"
-1.79623295362277,5.93904995496337,-3.77608819097934,0.000907308364162064,0.234607694487207,-0.882720814630526,"ENSG00000188706"
0.482523771051631,10.2031132686877,3.77400273267242,0.000912094061911143,0.234607694487207,-2.27618817001333,"ENSG00000168214"
5.16768837008293,-2.89589468984226,3.76275455934015,0.000938337344860104,0.235588312382538,-0.88571927802991,"ENSG00000235112"
4.41381760736277,-0.621062387268696,3.75942300220824,0.000946251731446853,0.235588312382538,-0.781833165300848,"ENSG00000169955"
0.863214230305269,6.67822292486742,3.74559483362793,0.000979808772644836,0.235588312382538,-1.28722262577523,"ENSG00000101193"
-1.63069482218007,4.61950001508521,-3.74542851789603,0.000980219406423138,0.235588312382538,-1.1619627726196,"ENSG00000229056"
-4.51067871786286,-0.766119308351439,-3.73467058780815,0.00100714295872142,0.235588312382538,-1.00488934510809,"ENSG00000206885"
-5.60220087006371,-2.62670277863898,-3.73284879773764,0.00101177365609657,0.235588312382538,-0.953104396129098,"ENSG00000123119"
1.14220184940445,5.43889339571559,3.73116049289314,0.00101608371881668,0.235588312382538,-0.971511899468937,"ENSG00000176124"
-4.03828558352997,0.172945516899002,-3.71556683664356,0.00105675447515037,0.237759949042803,-1.01941553638046,"ENSG00000167874"
-5.23622509227437,-4.29388300353266,-3.71014335948413,0.0010712709717967,0.237759949042803,-1.01462606070952,"ENSG00000162543"
