"","D14","D60","D74","D365"
"ENSG00000146426",0.0151295214177827,0.679040959136844,0.00084572503783045,0.185281549005413
"ENSG00000177410",0.0151295214177827,0.713943341083064,0.0612522475577728,0.560374065442957
"ENSG00000100906",0.0151295214177827,0.629591444582216,0.212859670875834,0.937569884536771
"ENSG00000109519",0.0151295214177827,0.63999087126621,0.069672076520852,0.985912870270723
"ENSG00000234883",0.0151295214177827,0.876254455478241,0.0626225382428802,0.85453999485185
"ENSG00000019144",0.0151295214177827,0.494916005182919,0.31822717118563,0.511318602937407
"ENSG00000175866",0.0151295214177827,0.687934078635463,0.592514983451873,0.710351416537185
"ENSG00000153234",0.0151295214177827,0.69882401250752,0.10221089246863,0.78628285374024
"ENSG00000062716",0.0151295214177827,0.762012005816878,0.365121628784742,0.480557529637459
"ENSG00000102144",0.0152337393034242,0.733479841096738,0.177136501444374,0.336904733216228
"ENSG00000267002",0.0154837260580402,0.814675803188883,0.102659706271341,0.107127879750507
"ENSG00000104064",0.0160488194672411,0.581599985250212,0.214311055506804,0.882364296257446
"ENSG00000175348",0.0164682454434746,0.679040959136844,0.192221174521897,0.153156074662834
"ENSG00000153250",0.0169391203032261,0.367758507875866,0.131910281774247,0.362355631824596
"ENSG00000130347",0.0169426484724234,0.809202971858368,0.833568860983572,0.401060369688289
"ENSG00000187601",0.0170287441921136,0.782598658906886,0.374595439177834,0.896013361860687
"ENSG00000267322",0.0177090807819542,0.789071824857241,0.189138525906259,0.99395041358533
"ENSG00000078596",0.0179613374539915,0.65493549438871,0.573690765117519,0.687028995041885
"ENSG00000106588",0.0183306021519699,0.668381512737688,0.582472626676963,0.866475776014802
"ENSG00000103202",0.0190083339601739,0.113771438593137,0.00354549880471161,0.9738121201564
"ENSG00000266094",0.0201153231569671,0.586661647512262,0.543747793581455,0.283983323903753
"ENSG00000127824",0.0202862665175597,0.679040959136844,0.36945088970342,0.806807111606674
"ENSG00000272009",0.0202862665175597,0.7079334268061,0.219000007784448,0.368318832263382
"ENSG00000121039",0.0202862665175597,0.588677978243095,0.0383766856892732,0.2556287694349
"ENSG00000101134",0.0202862665175597,0.094418454091255,0.00990175397373115,0.991615797474151
"ENSG00000235096",0.0206209476373094,0.255466759225871,0.0611156240659411,0.0694979217059693
"ENSG00000087903",0.0206209476373094,0.30117682745448,0.295497438023587,0.931882714217263
"ENSG00000183077",0.0206209476373094,0.992307418279125,0.519351974941279,0.40536341870321
"ENSG00000129355",0.0208611061615498,0.393064300527136,0.0612522475577728,0.253387328441552
"ENSG00000160791",0.0208611061615498,0.591482327651638,0.267722984275016,0.937243447509468
"ENSG00000229056",0.0208611061615498,0.255466759225871,0.0142566761362752,0.215846084952889
"ENSG00000166710",0.021060450901238,0.311409649513091,0.0444991563627333,0.452777602097164
"ENSG00000164251",0.021060450901238,0.772258240144972,0.0648473702669407,0.279763197491594
"ENSG00000109971",0.021060450901238,0.40038552868812,0.0161147470156421,0.23047667064663
"ENSG00000235786",0.021060450901238,0.280921210245049,0.36545538027773,0.0905071283612314
"ENSG00000060688",0.0211107807492255,0.996314793065666,0.920403014237067,0.182928889114415
"ENSG00000117139",0.0211953703764602,0.981977832556874,0.20963213360225,0.857374931959854
"ENSG00000225630",0.0212966071224083,0.737470961721332,0.17297816056656,0.702560206056468
