gsm,title,cell type,donorid,tetramer,qc pass,visit
GSM7954958,1_DR0701_Day 60_lib43329,CD4 T cell,1,DR0701,TRUE,Day 60
GSM7954959,1_DR0701_Day 60_lib43330,CD4 T cell,1,DR0701,FALSE,Day 60
GSM7954960,1_DR0401_Day 60_lib43331,CD4 T cell,1,DR0401,TRUE,Day 60
GSM7954961,1_DR0401_Day 60_lib43332,CD4 T cell,1,DR0401,FALSE,Day 60
GSM7954962,1_DR0401_Day 60_lib43333,CD4 T cell,1,DR0401,TRUE,Day 60
GSM7954963,1_DR0401_Day 60_lib43334,CD4 T cell,1,DR0401,FALSE,Day 60
GSM7954964,1_DR0401_Day 60_lib43335,CD4 T cell,1,DR0401,FALSE,Day 60
GSM7954965,1_DR0401_Day 60_lib43336,CD4 T cell,1,DR0401,FALSE,Day 60
GSM7954966,1_DR0401_Day 60_lib43337,CD4 T cell,1,DR0401,TRUE,Day 60
GSM7954967,1_DR0401_Day 60_lib43338,CD4 T cell,1,DR0401,TRUE,Day 60
GSM7954968,1_DR0401_Day 60_lib43339,CD4 T cell,1,DR0401,TRUE,Day 60
GSM7954969,1_DR0401_Day 60_lib43340,CD4 T cell,1,DR0401,FALSE,Day 60
GSM7954970,1_DR0401_Day 60_lib43341,CD4 T cell,1,DR0401,TRUE,Day 60
GSM7954971,1_DR0701_Day 60_lib43342,CD4 T cell,1,DR0701,TRUE,Day 60
GSM7954972,1_DR0401_Day 60_lib43343,CD4 T cell,1,DR0401,TRUE,Day 60
GSM7954973,1_DR0401_Day 60_lib43344,CD4 T cell,1,DR0401,TRUE,Day 60
GSM7954974,1_DR0401_Day 60_lib43345,CD4 T cell,1,DR0401,TRUE,Day 60
GSM7954975,1_DR0401_Day 60_lib43346,CD4 T cell,1,DR0401,FALSE,Day 60
GSM7954976,1_DR0401_Day 60_lib43347,CD4 T cell,1,DR0401,TRUE,Day 60
GSM7954977,1_DR0701_Day 60_lib43348,CD4 T cell,1,DR0701,TRUE,Day 60
GSM7954978,1_DR0701_Day 60_lib43349,CD4 T cell,1,DR0701,TRUE,Day 60
GSM7954979,1_DR0401_Day 60_lib43350,CD4 T cell,1,DR0401,TRUE,Day 60
GSM7954980,1_DR0401_Day 60_lib43351,CD4 T cell,1,DR0401,FALSE,Day 60
GSM7954981,1_DR0401_Day 60_lib43352,CD4 T cell,1,DR0401,TRUE,Day 60
GSM7954982,1_DR0401_Day 60_lib43353,CD4 T cell,1,DR0401,TRUE,Day 60
GSM7954983,1_DR0401_Day 60_lib43354,CD4 T cell,1,DR0401,TRUE,Day 60
GSM7954984,1_DR0401_Day 60_lib43355,CD4 T cell,1,DR0401,TRUE,Day 60
GSM7954985,1_DR0401_Day 60_lib43356,CD4 T cell,1,DR0401,TRUE,Day 60
GSM7954986,1_DR0401_Day 60_lib43357,CD4 T cell,1,DR0401,TRUE,Day 60
GSM7954987,1_DR0401_Day 60_lib43358,CD4 T cell,1,DR0401,FALSE,Day 60
GSM7954988,1_DR0401_Day 60_lib43359,CD4 T cell,1,DR0401,TRUE,Day 60
GSM7954989,1_DR0401_Day 60_lib43360,CD4 T cell,1,DR0401,TRUE,Day 60
GSM7954990,1_DR0401_Day 60_lib43361,CD4 T cell,1,DR0401,FALSE,Day 60
GSM7954991,1_DR0701_Day 60_lib43362,CD4 T cell,1,DR0701,FALSE,Day 60
GSM7954992,1_DR0401_Day 60_lib43363,CD4 T cell,1,DR0401,TRUE,Day 60
GSM7954993,1_DR0401_Day 60_lib43364,CD4 T cell,1,DR0401,TRUE,Day 60
GSM7954994,1_DR0401_Day 60_lib43365,CD4 T cell,1,DR0401,TRUE,Day 60
GSM7954995,1_DR0401_Day 60_lib43366,CD4 T cell,1,DR0401,TRUE,Day 60
GSM7954996,1_DR0401_Day 60_lib43367,CD4 T cell,1,DR0401,FALSE,Day 60
GSM7954997,1_DR0401_Day 60_lib43368,CD4 T cell,1,DR0401,TRUE,Day 60
GSM7954998,1_DR0401_Day 60_lib43369,CD4 T cell,1,DR0401,TRUE,Day 60
GSM7954999,1_DR0701_Day 60_lib43370,CD4 T cell,1,DR0701,TRUE,Day 60
GSM7955000,1_DR0401_Day 60_lib43371,CD4 T cell,1,DR0401,FALSE,Day 60
GSM7955001,1_DR0401_Day 60_lib43372,CD4 T cell,1,DR0401,TRUE,Day 60
GSM7955002,1_DR0401_Day 60_lib43373,CD4 T cell,1,DR0401,TRUE,Day 60
GSM7955003,1_DR0401_Day 60_lib43374,CD4 T cell,1,DR0401,TRUE,Day 60
GSM7955004,1_DR0401_Day 60_lib43375,CD4 T cell,1,DR0401,TRUE,Day 60
GSM7955005,1_DR0401_Day 60_lib43376,CD4 T cell,1,DR0401,TRUE,Day 60
GSM7955006,1_DR0401_Day 60_lib43377,CD4 T cell,1,DR0401,TRUE,Day 60
GSM7955007,1_DR0401_Day 60_lib43378,CD4 T cell,1,DR0401,FALSE,Day 60
GSM7955008,1_DR0401_Day 60_lib43379,CD4 T cell,1,DR0401,TRUE,Day 60
GSM7955009,1_DR0401_Day 60_lib43380,CD4 T cell,1,DR0401,TRUE,Day 60
GSM7955010,1_DR0401_Day 60_lib43381,CD4 T cell,1,DR0401,TRUE,Day 60
GSM7955011,1_DR0401_Day 60_lib43382,CD4 T cell,1,DR0401,FALSE,Day 60
GSM7955012,1_DR0401_Day 60_lib43383,CD4 T cell,1,DR0401,FALSE,Day 60
GSM7955013,1_DR0401_Day 60_lib43384,CD4 T cell,1,DR0401,TRUE,Day 60
GSM7955014,1_DR0401_Day 60_lib43385,CD4 T cell,1,DR0401,TRUE,Day 60
GSM7955015,1_DR0401_Day 60_lib43386,CD4 T cell,1,DR0401,TRUE,Day 60
GSM7955016,1_DR0401_Day 60_lib43387,CD4 T cell,1,DR0401,TRUE,Day 60
GSM7955017,1_DR0401_Day 60_lib43388,CD4 T cell,1,DR0401,TRUE,Day 60
GSM7955018,1_DR0401_Day 60_lib43389,CD4 T cell,1,DR0401,TRUE,Day 60
GSM7955019,1_DR0401_Day 60_lib43390,CD4 T cell,1,DR0401,TRUE,Day 60
GSM7955020,1_DR0401_Day 60_lib43391,CD4 T cell,1,DR0401,FALSE,Day 60
GSM7955021,1_DR0401_Day 60_lib43392,CD4 T cell,1,DR0401,TRUE,Day 60
GSM7955022,1_DR0401_Day 60_lib43393,CD4 T cell,1,DR0401,TRUE,Day 60
GSM7955023,1_DR0401_Day 60_lib43394,CD4 T cell,1,DR0401,TRUE,Day 60
GSM7955024,1_DR0401_Day 60_lib43395,CD4 T cell,1,DR0401,TRUE,Day 60
GSM7955025,1_DR0401_Day 60_lib43396,CD4 T cell,1,DR0401,TRUE,Day 60
GSM7955026,1_DR0401_Day 60_lib43397,CD4 T cell,1,DR0401,FALSE,Day 60
GSM7955027,1_DR0701_Day 60_lib43398,CD4 T cell,1,DR0701,TRUE,Day 60
GSM7955028,1_DR0401_Day 60_lib43399,CD4 T cell,1,DR0401,FALSE,Day 60
GSM7955029,1_DR0401_Day 60_lib43400,CD4 T cell,1,DR0401,TRUE,Day 60
GSM7955030,1_DR0401_Day 60_lib43401,CD4 T cell,1,DR0401,TRUE,Day 60
GSM7955031,1_DR0401_Day 60_lib43402,CD4 T cell,1,DR0401,TRUE,Day 60
GSM7955032,1_DR0401_Day 60_lib43403,CD4 T cell,1,DR0401,TRUE,Day 60
GSM7955033,6_DR0404_Day 60_lib43500,CD4 T cell,6,DR0404,TRUE,Day 60
GSM7955034,6_DR0404_Day 60_lib43501,CD4 T cell,6,DR0404,TRUE,Day 60
GSM7955035,6_DR0404_Day 60_lib43502,CD4 T cell,6,DR0404,TRUE,Day 60
GSM7955036,6_DR0404_Day 60_lib43503,CD4 T cell,6,DR0404,TRUE,Day 60
GSM7955037,6_DR0404_Day 60_lib43504,CD4 T cell,6,DR0404,FALSE,Day 60
GSM7955038,6_DR0404_Day 60_lib43505,CD4 T cell,6,DR0404,TRUE,Day 60
GSM7955039,6_DR0404_Day 60_lib43506,CD4 T cell,6,DR0404,TRUE,Day 60
GSM7955040,6_DR0404_Day 60_lib43507,CD4 T cell,6,DR0404,FALSE,Day 60
GSM7955041,6_DR0404_Day 60_lib43508,CD4 T cell,6,DR0404,FALSE,Day 60
GSM7955042,6_DR0404_Day 60_lib43509,CD4 T cell,6,DR0404,TRUE,Day 60
GSM7955043,6_DR0404_Day 60_lib43510,CD4 T cell,6,DR0404,TRUE,Day 60
GSM7955044,6_DR0404_Day 60_lib43511,CD4 T cell,6,DR0404,TRUE,Day 60
GSM7955045,6_DR0404_Day 60_lib43512,CD4 T cell,6,DR0404,TRUE,Day 60
GSM7955046,6_DR0404_Day 60_lib43513,CD4 T cell,6,DR0404,TRUE,Day 60
GSM7955047,6_DR0404_Day 60_lib43514,CD4 T cell,6,DR0404,TRUE,Day 60
GSM7955048,6_DR0404_Day 60_lib43515,CD4 T cell,6,DR0404,TRUE,Day 60
GSM7955049,6_DR0404_Day 60_lib43516,CD4 T cell,6,DR0404,TRUE,Day 60
GSM7955050,6_DR0404_Day 60_lib43517,CD4 T cell,6,DR0404,FALSE,Day 60
GSM7955051,6_DR0404_Day 60_lib43518,CD4 T cell,6,DR0404,TRUE,Day 60
GSM7955052,6_DR0404_Day 60_lib43519,CD4 T cell,6,DR0404,TRUE,Day 60
GSM7955053,6_DR0404_Day 60_lib43520,CD4 T cell,6,DR0404,TRUE,Day 60
GSM7955054,6_DR0404_Day 60_lib43521,CD4 T cell,6,DR0404,TRUE,Day 60
GSM7955055,6_DR0404_Day 60_lib43522,CD4 T cell,6,DR0404,TRUE,Day 60
GSM7955056,6_DR0404_Day 60_lib43523,CD4 T cell,6,DR0404,TRUE,Day 60
GSM7955057,6_DR0404_Day 60_lib43524,CD4 T cell,6,DR0404,TRUE,Day 60
GSM7955058,6_DR0404_Day 60_lib43525,CD4 T cell,6,DR0404,TRUE,Day 60
GSM7955059,6_DR0404_Day 60_lib43526,CD4 T cell,6,DR0404,TRUE,Day 60
GSM7955060,6_DR0404_Day 60_lib43527,CD4 T cell,6,DR0404,TRUE,Day 60
GSM7955061,6_DR0404_Day 60_lib43528,CD4 T cell,6,DR0404,FALSE,Day 60
GSM7955062,6_DR0404_Day 60_lib43529,CD4 T cell,6,DR0404,TRUE,Day 60
GSM7955063,6_DR0404_Day 60_lib43530,CD4 T cell,6,DR0404,TRUE,Day 60
GSM7955064,6_DR0404_Day 60_lib43531,CD4 T cell,6,DR0404,FALSE,Day 60
GSM7955065,6_DR0404_Day 60_lib43532,CD4 T cell,6,DR0404,FALSE,Day 60
GSM7955066,6_DR0404_Day 60_lib43533,CD4 T cell,6,DR0404,TRUE,Day 60
GSM7955067,6_DR0404_Day 60_lib43534,CD4 T cell,6,DR0404,FALSE,Day 60
GSM7955068,6_DR0404_Day 60_lib43535,CD4 T cell,6,DR0404,TRUE,Day 60
GSM7955069,6_DR0404_Day 60_lib43536,CD4 T cell,6,DR0404,FALSE,Day 60
GSM7955070,6_DR0404_Day 60_lib43537,CD4 T cell,6,DR0404,FALSE,Day 60
GSM7955071,6_DR0404_Day 60_lib43538,CD4 T cell,6,DR0404,TRUE,Day 60
GSM7955072,6_DR0404_Day 60_lib43539,CD4 T cell,6,DR0404,FALSE,Day 60
GSM7955073,6_DR0404_Day 60_lib43540,CD4 T cell,6,DR0404,TRUE,Day 60
GSM7955074,6_DR0404_Day 60_lib43541,CD4 T cell,6,DR0404,TRUE,Day 60
GSM7955075,6_DR0404_Day 60_lib43542,CD4 T cell,6,DR0404,TRUE,Day 60
GSM7955076,6_DR0404_Day 60_lib43543,CD4 T cell,6,DR0404,TRUE,Day 60
GSM7955077,6_DR0404_Day 60_lib43544,CD4 T cell,6,DR0404,TRUE,Day 60
GSM7955078,6_DR0404_Day 60_lib43545,CD4 T cell,6,DR0404,FALSE,Day 60
GSM7955079,6_DR0404_Day 60_lib43546,CD4 T cell,6,DR0404,TRUE,Day 60
GSM7955080,6_DR0404_Day 60_lib43547,CD4 T cell,6,DR0404,TRUE,Day 60
GSM7955081,6_DR0404_Day 60_lib43548,CD4 T cell,6,DR0404,TRUE,Day 60
GSM7955082,6_DR0404_Day 60_lib43549,CD4 T cell,6,DR0404,FALSE,Day 60
GSM7955083,6_DR0404_Day 60_lib43550,CD4 T cell,6,DR0404,TRUE,Day 60
GSM7955084,6_DR0404_Day 60_lib43551,CD4 T cell,6,DR0404,TRUE,Day 60
GSM7955085,6_DR0404_Day 60_lib43552,CD4 T cell,6,DR0404,TRUE,Day 60
GSM7955086,6_DR0404_Day 60_lib43553,CD4 T cell,6,DR0404,FALSE,Day 60
GSM7955087,6_DR0404_Day 60_lib43554,CD4 T cell,6,DR0404,TRUE,Day 60
GSM7955088,6_DR0404_Day 60_lib43555,CD4 T cell,6,DR0404,TRUE,Day 60
GSM7955089,6_DR0404_Day 60_lib43556,CD4 T cell,6,DR0404,TRUE,Day 60
GSM7955090,6_DR0404_Day 60_lib43557,CD4 T cell,6,DR0404,TRUE,Day 60
GSM7955091,6_DR0404_Day 60_lib43558,CD4 T cell,6,DR0404,TRUE,Day 60
GSM7955092,6_DR0404_Day 60_lib43559,CD4 T cell,6,DR0404,TRUE,Day 60
GSM7955093,6_DR0404_Day 60_lib43560,CD4 T cell,6,DR0404,FALSE,Day 60
GSM7955094,6_DR0404_Day 60_lib43561,CD4 T cell,6,DR0404,FALSE,Day 60
GSM7955095,6_DR0404_Day 60_lib43562,CD4 T cell,6,DR0404,TRUE,Day 60
GSM7955096,6_DR0404_Day 60_lib43563,CD4 T cell,6,DR0404,FALSE,Day 60
GSM7955097,6_DR0404_Day 60_lib43564,CD4 T cell,6,DR0404,FALSE,Day 60
GSM7955098,6_DR0404_Day 60_lib43565,CD4 T cell,6,DR0404,TRUE,Day 60
GSM7955099,6_DR0404_Day 60_lib43566,CD4 T cell,6,DR0404,TRUE,Day 60
GSM7955100,6_DR0404_Day 60_lib43567,CD4 T cell,6,DR0404,TRUE,Day 60
GSM7955101,6_DR0404_Day 60_lib43568,CD4 T cell,6,DR0404,TRUE,Day 60
GSM7955102,6_DR0404_Day 60_lib43569,CD4 T cell,6,DR0404,TRUE,Day 60
GSM7955103,6_DR0404_Day 60_lib43570,CD4 T cell,6,DR0404,TRUE,Day 60
GSM7955104,6_DR0404_Day 60_lib43571,CD4 T cell,6,DR0404,TRUE,Day 60
GSM7955105,6_DR0404_Day 60_lib43572,CD4 T cell,6,DR0404,TRUE,Day 60
GSM7955106,6_DR0404_Day 60_lib43573,CD4 T cell,6,DR0404,TRUE,Day 60
GSM7955107,6_DR0404_Day 60_lib43574,CD4 T cell,6,DR0404,TRUE,Day 60
GSM7955108,6_DR0404_Day 60_lib43575,CD4 T cell,6,DR0404,TRUE,Day 60
GSM7955109,6_DR0404_Day 60_lib43576,CD4 T cell,6,DR0404,FALSE,Day 60
GSM7955110,6_DR0404_Day 60_lib43577,CD4 T cell,6,DR0404,TRUE,Day 60
GSM7955111,6_DR0404_Day 60_lib43578,CD4 T cell,6,DR0404,TRUE,Day 60
GSM7955112,6_DR0404_Day 60_lib43579,CD4 T cell,6,DR0404,TRUE,Day 60
GSM7955113,6_DR0404_Day 60_lib43580,CD4 T cell,6,DR0404,FALSE,Day 60
GSM7955114,6_DR0404_Day 60_lib43581,CD4 T cell,6,DR0404,TRUE,Day 60
GSM7955115,6_DR0404_Day 60_lib43582,CD4 T cell,6,DR0404,TRUE,Day 60
GSM7955116,6_DR0404_Day 60_lib43583,CD4 T cell,6,DR0404,TRUE,Day 60
GSM7955117,6_DR0404_Day 60_lib43584,CD4 T cell,6,DR0404,TRUE,Day 60
GSM7955118,6_DR0404_Day 60_lib43585,CD4 T cell,6,DR0404,TRUE,Day 60
GSM7955119,6_DR0404_Day 60_lib43586,CD4 T cell,6,DR0404,TRUE,Day 60
GSM7955120,6_DR0404_Day 60_lib43587,CD4 T cell,6,DR0404,TRUE,Day 60
GSM7955121,6_DR0404_Day 60_lib43588,CD4 T cell,6,DR0404,FALSE,Day 60
GSM7955122,6_DR0404_Day 60_lib43589,CD4 T cell,6,DR0404,TRUE,Day 60
GSM7955123,6_DR0404_Day 60_lib43590,CD4 T cell,6,DR0404,FALSE,Day 60
GSM7955124,6_DR0404_Day 60_lib43591,CD4 T cell,6,DR0404,TRUE,Day 60
GSM7955125,6_DR0404_Day 60_lib43592,CD4 T cell,6,DR0404,FALSE,Day 60
GSM7955126,6_DR0404_Day 60_lib43593,CD4 T cell,6,DR0404,TRUE,Day 60
GSM7955127,6_DR0404_Day 60_lib43594,CD4 T cell,6,DR0404,TRUE,Day 60
GSM7955128,6_DR0404_Day 60_lib43595,CD4 T cell,6,DR0404,FALSE,Day 60
GSM7955129,2_DR0701_Day 74_lib43596,CD4 T cell,2,DR0701,TRUE,Day 74
GSM7955130,2_DR0701_Day 74_lib43597,CD4 T cell,2,DR0701,TRUE,Day 74
GSM7955131,2_DR0701_Day 74_lib43598,CD4 T cell,2,DR0701,TRUE,Day 74
GSM7955132,2_DR0701_Day 74_lib43599,CD4 T cell,2,DR0701,TRUE,Day 74
GSM7955133,2_DR0701_Day 74_lib43600,CD4 T cell,2,DR0701,TRUE,Day 74
GSM7955134,2_DR0701_Day 74_lib43601,CD4 T cell,2,DR0701,TRUE,Day 74
GSM7955135,2_DR0701_Day 74_lib43602,CD4 T cell,2,DR0701,FALSE,Day 74
GSM7955136,2_DR0701_Day 74_lib43603,CD4 T cell,2,DR0701,TRUE,Day 74
GSM7955137,2_DR0701_Day 74_lib43604,CD4 T cell,2,DR0701,TRUE,Day 74
GSM7955138,2_DR0701_Day 74_lib43605,CD4 T cell,2,DR0701,FALSE,Day 74
GSM7955139,2_DR0701_Day 74_lib43606,CD4 T cell,2,DR0701,TRUE,Day 74
GSM7955140,2_DR0701_Day 74_lib43607,CD4 T cell,2,DR0701,FALSE,Day 74
GSM7955141,2_DR0701_Day 74_lib43608,CD4 T cell,2,DR0701,FALSE,Day 74
GSM7955142,2_DR0701_Day 74_lib43609,CD4 T cell,2,DR0701,TRUE,Day 74
GSM7955143,2_DR0701_Day 74_lib43610,CD4 T cell,2,DR0701,TRUE,Day 74
GSM7955144,2_DR0701_Day 74_lib43611,CD4 T cell,2,DR0701,TRUE,Day 74
GSM7955145,2_DR0701_Day 74_lib43612,CD4 T cell,2,DR0701,TRUE,Day 74
GSM7955146,2_DR0701_Day 74_lib43613,CD4 T cell,2,DR0701,TRUE,Day 74
GSM7955147,2_DR0701_Day 74_lib43614,CD4 T cell,2,DR0701,FALSE,Day 74
GSM7955148,2_DR0701_Day 74_lib43615,CD4 T cell,2,DR0701,FALSE,Day 74
GSM7955149,2_DR0701_Day 74_lib43616,CD4 T cell,2,DR0701,TRUE,Day 74
GSM7955150,2_DR0701_Day 74_lib43617,CD4 T cell,2,DR0701,TRUE,Day 74
GSM7955151,2_DR0701_Day 74_lib43618,CD4 T cell,2,DR0701,TRUE,Day 74
GSM7955152,2_DR0701_Day 74_lib43619,CD4 T cell,2,DR0701,TRUE,Day 74
GSM7955153,2_DR0701_Day 74_lib43620,CD4 T cell,2,DR0701,TRUE,Day 74
GSM7955154,2_DR0701_Day 74_lib43621,CD4 T cell,2,DR0701,TRUE,Day 74
GSM7955155,2_DR0701_Day 74_lib43622,CD4 T cell,2,DR0701,TRUE,Day 74
GSM7955156,2_DR0701_Day 74_lib43623,CD4 T cell,2,DR0701,TRUE,Day 74
GSM7955157,2_DR0701_Day 74_lib43624,CD4 T cell,2,DR0701,FALSE,Day 74
GSM7955158,2_DR0701_Day 74_lib43625,CD4 T cell,2,DR0701,TRUE,Day 74
GSM7955159,2_DR0701_Day 74_lib43626,CD4 T cell,2,DR0701,TRUE,Day 74
GSM7955160,2_DR0701_Day 74_lib43627,CD4 T cell,2,DR0701,TRUE,Day 74
GSM7955161,2_DR0701_Day 74_lib43628,CD4 T cell,2,DR0701,TRUE,Day 74
GSM7955162,2_DR0701_Day 74_lib43629,CD4 T cell,2,DR0701,TRUE,Day 74
GSM7955163,2_DR0701_Day 74_lib43630,CD4 T cell,2,DR0701,TRUE,Day 74
GSM7955164,2_DR0701_Day 74_lib43631,CD4 T cell,2,DR0701,TRUE,Day 74
GSM7955165,2_DR0701_Day 74_lib43632,CD4 T cell,2,DR0701,TRUE,Day 74
GSM7955166,2_DR0701_Day 74_lib43633,CD4 T cell,2,DR0701,TRUE,Day 74
GSM7955167,2_DR0701_Day 74_lib43634,CD4 T cell,2,DR0701,FALSE,Day 74
GSM7955168,2_DR0701_Day 74_lib43635,CD4 T cell,2,DR0701,TRUE,Day 74
GSM7955169,2_DR0701_Day 74_lib43636,CD4 T cell,2,DR0701,TRUE,Day 74
GSM7955170,2_DR0701_Day 74_lib43637,CD4 T cell,2,DR0701,TRUE,Day 74
GSM7955171,2_DR0701_Day 74_lib43638,CD4 T cell,2,DR0701,TRUE,Day 74
GSM7955172,2_DR0701_Day 74_lib43639,CD4 T cell,2,DR0701,TRUE,Day 74
GSM7955173,2_DR0701_Day 74_lib43640,CD4 T cell,2,DR0701,TRUE,Day 74
GSM7955174,2_DR0701_Day 74_lib43641,CD4 T cell,2,DR0701,TRUE,Day 74
GSM7955175,2_DR0701_Day 74_lib43642,CD4 T cell,2,DR0701,TRUE,Day 74
GSM7955176,2_DR0701_Day 74_lib43643,CD4 T cell,2,DR0701,TRUE,Day 74
GSM7955177,2_DR0701_Day 74_lib43644,CD4 T cell,2,DR0701,TRUE,Day 74
GSM7955178,2_DR0701_Day 74_lib43645,CD4 T cell,2,DR0701,TRUE,Day 74
GSM7955179,2_DR0701_Day 74_lib43646,CD4 T cell,2,DR0701,TRUE,Day 74
GSM7955180,2_DR0701_Day 74_lib43647,CD4 T cell,2,DR0701,TRUE,Day 74
GSM7955181,2_DR0701_Day 74_lib43648,CD4 T cell,2,DR0701,TRUE,Day 74
GSM7955182,2_DR0701_Day 74_lib43649,CD4 T cell,2,DR0701,FALSE,Day 74
GSM7955183,2_DR0701_Day 74_lib43650,CD4 T cell,2,DR0701,FALSE,Day 74
GSM7955184,2_DR0701_Day 74_lib43651,CD4 T cell,2,DR0701,TRUE,Day 74
GSM7955185,2_DR0701_Day 74_lib43652,CD4 T cell,2,DR0701,FALSE,Day 74
GSM7955186,2_DR0701_Day 74_lib43653,CD4 T cell,2,DR0701,TRUE,Day 74
GSM7955187,2_DR0701_Day 74_lib43654,CD4 T cell,2,DR0701,TRUE,Day 74
GSM7955188,2_DR0701_Day 74_lib43655,CD4 T cell,2,DR0701,TRUE,Day 74
GSM7955189,2_DR0701_Day 74_lib43656,CD4 T cell,2,DR0701,FALSE,Day 74
GSM7955190,2_DR0701_Day 74_lib43657,CD4 T cell,2,DR0701,TRUE,Day 74
GSM7955191,2_DR0701_Day 74_lib43658,CD4 T cell,2,DR0701,TRUE,Day 74
GSM7955192,2_DR0701_Day 74_lib43659,CD4 T cell,2,DR0701,TRUE,Day 74
GSM7955193,2_DR0701_Day 74_lib43660,CD4 T cell,2,DR0701,FALSE,Day 74
GSM7955194,2_DR0701_Day 74_lib43661,CD4 T cell,2,DR0701,FALSE,Day 74
GSM7955195,2_DR0701_Day 74_lib43662,CD4 T cell,2,DR0701,TRUE,Day 74
GSM7955196,2_DR0701_Day 74_lib43663,CD4 T cell,2,DR0701,TRUE,Day 74
GSM7955197,2_DR0701_Day 74_lib43664,CD4 T cell,2,DR0701,TRUE,Day 74
GSM7955198,2_DR0701_Day 74_lib43665,CD4 T cell,2,DR0701,FALSE,Day 74
GSM7955199,2_DR0701_Day 74_lib43666,CD4 T cell,2,DR0701,TRUE,Day 74
GSM7955200,2_DR0701_Day 74_lib43667,CD4 T cell,2,DR0701,TRUE,Day 74
GSM7955201,2_DR0701_Day 74_lib43668,CD4 T cell,2,DR0701,TRUE,Day 74
GSM7955202,2_DR0701_Day 74_lib43669,CD4 T cell,2,DR0701,TRUE,Day 74
GSM7955203,2_DR0701_Day 74_lib43670,CD4 T cell,2,DR0701,FALSE,Day 74
GSM7955204,2_DR0701_Day 74_lib43671,CD4 T cell,2,DR0701,TRUE,Day 74
GSM7955205,2_DR0701_Day 74_lib43672,CD4 T cell,2,DR0701,TRUE,Day 74
GSM7955206,2_DR0701_Day 74_lib43673,CD4 T cell,2,DR0701,FALSE,Day 74
GSM7955207,2_DR0701_Day 74_lib43674,CD4 T cell,2,DR0701,TRUE,Day 74
GSM7955208,2_DR0701_Day 74_lib43675,CD4 T cell,2,DR0701,TRUE,Day 74
GSM7955209,2_DR0701_Day 74_lib43676,CD4 T cell,2,DR0701,FALSE,Day 74
GSM7955210,2_DR0701_Day 74_lib43677,CD4 T cell,2,DR0701,TRUE,Day 74
GSM7955211,2_DR0701_Day 74_lib43678,CD4 T cell,2,DR0701,TRUE,Day 74
GSM7955212,2_DR0701_Day 74_lib43679,CD4 T cell,2,DR0701,FALSE,Day 74
GSM7955213,2_DR0701_Day 74_lib43680,CD4 T cell,2,DR0701,TRUE,Day 74
GSM7955214,2_DR0701_Day 74_lib43681,CD4 T cell,2,DR0701,TRUE,Day 74
GSM7955215,2_DR0701_Day 74_lib43682,CD4 T cell,2,DR0701,TRUE,Day 74
GSM7955216,2_DR0701_Day 74_lib43683,CD4 T cell,2,DR0701,FALSE,Day 74
GSM7955217,2_DR0701_Day 74_lib43684,CD4 T cell,2,DR0701,FALSE,Day 74
GSM7955218,2_DR0701_Day 74_lib43685,CD4 T cell,2,DR0701,TRUE,Day 74
GSM7955219,2_DR0701_Day 74_lib43686,CD4 T cell,2,DR0701,FALSE,Day 74
GSM7955220,2_DR0701_Day 74_lib43687,CD4 T cell,2,DR0701,TRUE,Day 74
GSM7955221,2_DR0701_Day 74_lib43688,CD4 T cell,2,DR0701,TRUE,Day 74
GSM7955222,2_DR0701_Day 74_lib43689,CD4 T cell,2,DR0701,FALSE,Day 74
GSM7955223,2_DR0701_Day 74_lib43690,CD4 T cell,2,DR0701,FALSE,Day 74
GSM7955224,2_DR0701_Day 74_lib43691,CD4 T cell,2,DR0701,TRUE,Day 74
GSM7955225,8_DR0401_Day 60_lib44024,CD4 T cell,8,DR0401,FALSE,Day 60
GSM7955226,8_DR0401_Day 60_lib44025,CD4 T cell,8,DR0401,FALSE,Day 60
GSM7955227,8_DR0401_Day 60_lib44026,CD4 T cell,8,DR0401,TRUE,Day 60
GSM7955228,8_DR0401_Day 60_lib44027,CD4 T cell,8,DR0401,TRUE,Day 60
GSM7955229,8_DR0401_Day 60_lib44028,CD4 T cell,8,DR0401,TRUE,Day 60
GSM7955230,8_DR0401_Day 60_lib44029,CD4 T cell,8,DR0401,FALSE,Day 60
GSM7955231,8_DR0401_Day 60_lib44030,CD4 T cell,8,DR0401,FALSE,Day 60
GSM7955232,8_DR0401_Day 60_lib44031,CD4 T cell,8,DR0401,TRUE,Day 60
GSM7955233,8_DR0401_Day 60_lib44032,CD4 T cell,8,DR0401,FALSE,Day 60
GSM7955234,8_DR0401_Day 60_lib44033,CD4 T cell,8,DR0401,FALSE,Day 60
GSM7955235,8_DR0401_Day 60_lib44034,CD4 T cell,8,DR0401,TRUE,Day 60
GSM7955236,8_DR0401_Day 60_lib44035,CD4 T cell,8,DR0401,FALSE,Day 60
GSM7955237,8_DR0401_Day 60_lib44036,CD4 T cell,8,DR0401,TRUE,Day 60
GSM7955238,8_DR0401_Day 60_lib44037,CD4 T cell,8,DR0401,FALSE,Day 60
GSM7955239,8_DR0401_Day 60_lib44038,CD4 T cell,8,DR0401,TRUE,Day 60
GSM7955240,8_DR0401_Day 60_lib44039,CD4 T cell,8,DR0401,FALSE,Day 60
GSM7955241,8_DR0401_Day 60_lib44040,CD4 T cell,8,DR0401,FALSE,Day 60
GSM7955242,8_DR0401_Day 60_lib44041,CD4 T cell,8,DR0401,TRUE,Day 60
