gsm,title,cell type,donorid,tetramer,qc pass,visit
GSM7954211,9_DR0401_Baseline_lib41597,CD4 T cell,9,DR0401,FALSE,Baseline
GSM7954212,9_DR0401_Baseline_lib41598,CD4 T cell,9,DR0401,FALSE,Baseline
GSM7954213,9_DR0401_Baseline_lib41599,CD4 T cell,9,DR0401,FALSE,Baseline
GSM7954214,9_DR0401_Baseline_lib41600,CD4 T cell,9,DR0401,TRUE,Baseline
GSM7954215,9_DR0401_Baseline_lib41601,CD4 T cell,9,DR0401,FALSE,Baseline
GSM7954216,9_DR0401_Baseline_lib41602,CD4 T cell,9,DR0401,TRUE,Baseline
GSM7954217,9_DR0401_Baseline_lib41603,CD4 T cell,9,DR0401,TRUE,Baseline
GSM7954218,9_DR0401_Baseline_lib41604,CD4 T cell,9,DR0401,TRUE,Baseline
GSM7954219,9_DR0401_Baseline_lib41605,CD4 T cell,9,DR0401,TRUE,Baseline
GSM7954220,9_DR0401_Baseline_lib41606,CD4 T cell,9,DR0401,FALSE,Baseline
GSM7954221,9_DR0401_Baseline_lib41607,CD4 T cell,9,DR0401,TRUE,Baseline
GSM7954222,9_DR0401_Baseline_lib41608,CD4 T cell,9,DR0401,TRUE,Baseline
GSM7954223,9_DR0401_Baseline_lib41609,CD4 T cell,9,DR0401,TRUE,Baseline
GSM7954224,9_DR0401_Baseline_lib41610,CD4 T cell,9,DR0401,FALSE,Baseline
GSM7954225,9_DR0401_Baseline_lib41611,CD4 T cell,9,DR0401,TRUE,Baseline
GSM7954226,9_DR0401_Baseline_lib41612,CD4 T cell,9,DR0401,TRUE,Baseline
GSM7954227,9_DR0401_Baseline_lib41613,CD4 T cell,9,DR0401,TRUE,Baseline
GSM7954228,9_DR0401_Baseline_lib41614,CD4 T cell,9,DR0401,TRUE,Baseline
GSM7954229,9_DR0401_Baseline_lib41615,CD4 T cell,9,DR0401,TRUE,Baseline
GSM7954230,9_DR0401_Baseline_lib41616,CD4 T cell,9,DR0401,FALSE,Baseline
GSM7954231,9_DR0401_Baseline_lib41617,CD4 T cell,9,DR0401,FALSE,Baseline
GSM7954232,9_DR0401_Baseline_lib41618,CD4 T cell,9,DR0401,FALSE,Baseline
GSM7954233,9_DR0401_Baseline_lib41619,CD4 T cell,9,DR0401,FALSE,Baseline
GSM7954234,9_DR0401_Baseline_lib41620,CD4 T cell,9,DR0401,TRUE,Baseline
GSM7954235,9_DR0401_Baseline_lib41621,CD4 T cell,9,DR0401,TRUE,Baseline
GSM7954236,9_DR0401_Baseline_lib41622,CD4 T cell,9,DR0401,TRUE,Baseline
GSM7954237,9_DR0401_Baseline_lib41623,CD4 T cell,9,DR0401,TRUE,Baseline
GSM7954238,9_DR0401_Baseline_lib41624,CD4 T cell,9,DR0401,TRUE,Baseline
GSM7954239,9_DR0401_Baseline_lib41625,CD4 T cell,9,DR0401,TRUE,Baseline
GSM7954240,9_DR0401_Baseline_lib41626,CD4 T cell,9,DR0401,TRUE,Baseline
GSM7954241,9_DR0401_Baseline_lib41627,CD4 T cell,9,DR0401,TRUE,Baseline
GSM7954242,9_DR0401_Baseline_lib41628,CD4 T cell,9,DR0401,TRUE,Baseline
GSM7954243,9_DR0401_Baseline_lib41629,CD4 T cell,9,DR0401,TRUE,Baseline
GSM7954244,9_DR0401_Baseline_lib41630,CD4 T cell,9,DR0401,TRUE,Baseline
GSM7954245,9_DR0401_Baseline_lib41631,CD4 T cell,9,DR0401,TRUE,Baseline
GSM7954246,9_DR0401_Baseline_lib41632,CD4 T cell,9,DR0401,FALSE,Baseline
GSM7954247,9_DR0401_Baseline_lib41633,CD4 T cell,9,DR0401,TRUE,Baseline
GSM7954248,9_DR0401_Baseline_lib41634,CD4 T cell,9,DR0401,FALSE,Baseline
GSM7954249,9_DR0401_Baseline_lib41635,CD4 T cell,9,DR0401,TRUE,Baseline
GSM7954250,9_DR0401_Baseline_lib41636,CD4 T cell,9,DR0401,TRUE,Baseline
GSM7954251,9_DR0401_Baseline_lib41637,CD4 T cell,9,DR0401,TRUE,Baseline
GSM7954252,9_DR0401_Baseline_lib41638,CD4 T cell,9,DR0401,TRUE,Baseline
GSM7954253,9_DR0401_Baseline_lib41639,CD4 T cell,9,DR0401,TRUE,Baseline
GSM7954254,9_DR0401_Baseline_lib41640,CD4 T cell,9,DR0401,TRUE,Baseline
GSM7954255,9_DR0401_Baseline_lib41641,CD4 T cell,9,DR0401,TRUE,Baseline
GSM7954256,9_DR0401_Baseline_lib41642,CD4 T cell,9,DR0401,TRUE,Baseline
GSM7954257,9_DR0401_Baseline_lib41643,CD4 T cell,9,DR0401,TRUE,Baseline
GSM7954258,9_DR0401_Baseline_lib41644,CD4 T cell,9,DR0401,TRUE,Baseline
GSM7954259,9_DR0401_Baseline_lib41645,CD4 T cell,9,DR0401,FALSE,Baseline
GSM7954260,9_DR0401_Baseline_lib41646,CD4 T cell,9,DR0401,TRUE,Baseline
GSM7954261,9_DR0401_Baseline_lib41647,CD4 T cell,9,DR0401,TRUE,Baseline
GSM7954262,9_DR0401_Baseline_lib41648,CD4 T cell,9,DR0401,FALSE,Baseline
GSM7954263,9_DR0401_Baseline_lib41649,CD4 T cell,9,DR0401,TRUE,Baseline
GSM7954264,9_DR0401_Baseline_lib41650,CD4 T cell,9,DR0401,TRUE,Baseline
GSM7954265,9_DR0401_Baseline_lib41651,CD4 T cell,9,DR0401,TRUE,Baseline
GSM7954266,9_DR0401_Baseline_lib41652,CD4 T cell,9,DR0401,TRUE,Baseline
GSM7954267,9_DR0401_Baseline_lib41653,CD4 T cell,9,DR0401,TRUE,Baseline
GSM7954268,9_DR0401_Baseline_lib41654,CD4 T cell,9,DR0401,TRUE,Baseline
GSM7954269,9_DR0401_Baseline_lib41655,CD4 T cell,9,DR0401,TRUE,Baseline
GSM7954270,9_DR0401_Baseline_lib41656,CD4 T cell,9,DR0401,TRUE,Baseline
GSM7954271,9_DR0401_Baseline_lib41657,CD4 T cell,9,DR0401,FALSE,Baseline
GSM7954272,9_DR0401_Baseline_lib41658,CD4 T cell,9,DR0401,TRUE,Baseline
GSM7954273,9_DR0401_Baseline_lib41659,CD4 T cell,9,DR0401,TRUE,Baseline
GSM7954274,9_DR0401_Baseline_lib41660,CD4 T cell,9,DR0401,TRUE,Baseline
GSM7954275,9_DR0401_Baseline_lib41661,CD4 T cell,9,DR0401,TRUE,Baseline
GSM7954276,9_DR0401_Baseline_lib41662,CD4 T cell,9,DR0401,TRUE,Baseline
GSM7954277,9_DR0401_Baseline_lib41663,CD4 T cell,9,DR0401,TRUE,Baseline
GSM7954278,9_DR0401_Baseline_lib41664,CD4 T cell,9,DR0401,TRUE,Baseline
GSM7954279,9_DR0401_Baseline_lib41665,CD4 T cell,9,DR0401,TRUE,Baseline
GSM7954280,9_DR0401_Baseline_lib41666,CD4 T cell,9,DR0401,FALSE,Baseline
GSM7954281,9_DR0401_Baseline_lib41667,CD4 T cell,9,DR0401,FALSE,Baseline
GSM7954282,9_DR0401_Baseline_lib41668,CD4 T cell,9,DR0401,TRUE,Baseline
GSM7954283,9_DR0401_Baseline_lib41669,CD4 T cell,9,DR0401,FALSE,Baseline
GSM7954284,9_DR0401_Baseline_lib41670,CD4 T cell,9,DR0401,FALSE,Baseline
GSM7954285,9_DR0401_Baseline_lib41671,CD4 T cell,9,DR0401,FALSE,Baseline
GSM7954286,9_DR0401_Baseline_lib41672,CD4 T cell,9,DR0401,TRUE,Baseline
GSM7954287,9_DR0401_Baseline_lib41673,CD4 T cell,9,DR0401,FALSE,Baseline
GSM7954288,9_DR0401_Baseline_lib41674,CD4 T cell,9,DR0401,TRUE,Baseline
GSM7954289,9_DR0401_Baseline_lib41675,CD4 T cell,9,DR0401,FALSE,Baseline
GSM7954290,9_DR0401_Baseline_lib41676,CD4 T cell,9,DR0401,TRUE,Baseline
GSM7954291,9_DR0401_Baseline_lib41677,CD4 T cell,9,DR0401,FALSE,Baseline
GSM7954292,9_DR0401_Baseline_lib41678,CD4 T cell,9,DR0401,FALSE,Baseline
GSM7954293,9_DR0401_Baseline_lib41679,CD4 T cell,9,DR0401,FALSE,Baseline
GSM7954294,9_DR0401_Baseline_lib41680,CD4 T cell,9,DR0401,FALSE,Baseline
GSM7954295,9_DR0401_Baseline_lib41681,CD4 T cell,9,DR0401,FALSE,Baseline
GSM7954296,9_DR0401_Baseline_lib41682,CD4 T cell,9,DR0401,FALSE,Baseline
GSM7954297,9_DR0401_Baseline_lib41683,CD4 T cell,9,DR0401,FALSE,Baseline
GSM7954298,6_DR0404_Day 14_lib42570,CD4 T cell,6,DR0404,FALSE,Day 14
GSM7954299,6_DR0404_Day 14_lib42571,CD4 T cell,6,DR0404,TRUE,Day 14
GSM7954300,6_DR0404_Day 14_lib42572,CD4 T cell,6,DR0404,TRUE,Day 14
GSM7954301,6_DR0404_Day 14_lib42573,CD4 T cell,6,DR0404,TRUE,Day 14
GSM7954302,6_DR0404_Day 14_lib42574,CD4 T cell,6,DR0404,TRUE,Day 14
GSM7954303,6_DR0404_Day 14_lib42575,CD4 T cell,6,DR0404,TRUE,Day 14
GSM7954304,6_DR0404_Day 14_lib42576,CD4 T cell,6,DR0404,TRUE,Day 14
GSM7954305,6_DR0404_Day 14_lib42577,CD4 T cell,6,DR0404,FALSE,Day 14
GSM7954306,6_DR0404_Day 14_lib42578,CD4 T cell,6,DR0404,TRUE,Day 14
GSM7954307,6_DR0404_Day 14_lib42579,CD4 T cell,6,DR0404,TRUE,Day 14
GSM7954308,6_DR0404_Day 14_lib42580,CD4 T cell,6,DR0404,TRUE,Day 14
GSM7954309,6_DR0404_Day 14_lib42581,CD4 T cell,6,DR0404,TRUE,Day 14
GSM7954310,6_DR0404_Day 14_lib42582,CD4 T cell,6,DR0404,TRUE,Day 14
GSM7954311,6_DR0404_Day 14_lib42583,CD4 T cell,6,DR0404,FALSE,Day 14
GSM7954312,6_DR0404_Day 14_lib42584,CD4 T cell,6,DR0404,TRUE,Day 14
GSM7954313,6_DR0404_Day 14_lib42585,CD4 T cell,6,DR0404,TRUE,Day 14
GSM7954314,6_DR0404_Day 14_lib42586,CD4 T cell,6,DR0404,TRUE,Day 14
GSM7954315,6_DR0404_Day 14_lib42587,CD4 T cell,6,DR0404,FALSE,Day 14
GSM7954316,6_DR0404_Day 14_lib42588,CD4 T cell,6,DR0404,FALSE,Day 14
GSM7954317,6_DR0404_Day 14_lib42589,CD4 T cell,6,DR0404,TRUE,Day 14
GSM7954318,6_DR0404_Day 14_lib42590,CD4 T cell,6,DR0404,TRUE,Day 14
GSM7954319,6_DR0404_Day 14_lib42591,CD4 T cell,6,DR0404,TRUE,Day 14
GSM7954320,6_DR0404_Day 14_lib42592,CD4 T cell,6,DR0404,TRUE,Day 14
GSM7954321,6_DR0404_Day 14_lib42593,CD4 T cell,6,DR0404,TRUE,Day 14
GSM7954322,6_DR0404_Day 14_lib42594,CD4 T cell,6,DR0404,TRUE,Day 14
GSM7954323,6_DR0404_Day 14_lib42595,CD4 T cell,6,DR0404,TRUE,Day 14
GSM7954324,6_DR0404_Day 14_lib42596,CD4 T cell,6,DR0404,TRUE,Day 14
GSM7954325,6_DR0404_Day 14_lib42597,CD4 T cell,6,DR0404,TRUE,Day 14
GSM7954326,6_DR0404_Day 14_lib42598,CD4 T cell,6,DR0404,TRUE,Day 14
GSM7954327,6_DR0404_Day 14_lib42599,CD4 T cell,6,DR0404,TRUE,Day 14
GSM7954328,6_DR0404_Day 14_lib42600,CD4 T cell,6,DR0404,TRUE,Day 14
GSM7954329,6_DR0404_Day 14_lib42601,CD4 T cell,6,DR0404,TRUE,Day 14
GSM7954330,6_DR0404_Day 14_lib42602,CD4 T cell,6,DR0404,TRUE,Day 14
GSM7954331,6_DR0404_Day 14_lib42603,CD4 T cell,6,DR0404,TRUE,Day 14
GSM7954332,6_DR0404_Day 14_lib42604,CD4 T cell,6,DR0404,TRUE,Day 14
GSM7954333,6_DR0404_Day 14_lib42605,CD4 T cell,6,DR0404,TRUE,Day 14
GSM7954334,6_DR0404_Day 14_lib42606,CD4 T cell,6,DR0404,TRUE,Day 14
GSM7954335,6_DR0404_Day 14_lib42607,CD4 T cell,6,DR0404,TRUE,Day 14
GSM7954336,6_DR0404_Day 14_lib42608,CD4 T cell,6,DR0404,TRUE,Day 14
GSM7954337,6_DR0404_Day 14_lib42609,CD4 T cell,6,DR0404,TRUE,Day 14
GSM7954338,6_DR0404_Day 14_lib42610,CD4 T cell,6,DR0404,TRUE,Day 14
GSM7954339,6_DR0404_Day 14_lib42611,CD4 T cell,6,DR0404,TRUE,Day 14
GSM7954340,6_DR0404_Day 14_lib42612,CD4 T cell,6,DR0404,TRUE,Day 14
GSM7954341,6_DR0404_Day 14_lib42613,CD4 T cell,6,DR0404,TRUE,Day 14
GSM7954342,6_DR0404_Day 14_lib42614,CD4 T cell,6,DR0404,TRUE,Day 14
GSM7954343,6_DR0404_Day 14_lib42615,CD4 T cell,6,DR0404,TRUE,Day 14
GSM7954344,6_DR0404_Day 14_lib42616,CD4 T cell,6,DR0404,TRUE,Day 14
GSM7954345,6_DR0404_Day 14_lib42617,CD4 T cell,6,DR0404,TRUE,Day 14
GSM7954346,6_DR0404_Day 14_lib42618,CD4 T cell,6,DR0404,TRUE,Day 14
GSM7954347,6_DR0404_Day 14_lib42619,CD4 T cell,6,DR0404,TRUE,Day 14
GSM7954348,6_DR0404_Day 14_lib42620,CD4 T cell,6,DR0404,TRUE,Day 14
GSM7954349,6_DR0404_Day 14_lib42621,CD4 T cell,6,DR0404,TRUE,Day 14
GSM7954350,6_DR0404_Day 14_lib42622,CD4 T cell,6,DR0404,TRUE,Day 14
GSM7954351,6_DR0404_Day 14_lib42623,CD4 T cell,6,DR0404,TRUE,Day 14
GSM7954352,6_DR0404_Day 14_lib42624,CD4 T cell,6,DR0404,TRUE,Day 14
GSM7954353,6_DR0404_Day 14_lib42625,CD4 T cell,6,DR0404,TRUE,Day 14
GSM7954354,6_DR0404_Day 14_lib42626,CD4 T cell,6,DR0404,TRUE,Day 14
GSM7954355,6_DR0404_Day 14_lib42627,CD4 T cell,6,DR0404,TRUE,Day 14
GSM7954356,6_DR0404_Day 14_lib42628,CD4 T cell,6,DR0404,TRUE,Day 14
GSM7954357,6_DR0404_Day 14_lib42629,CD4 T cell,6,DR0404,TRUE,Day 14
GSM7954358,6_DR0404_Day 14_lib42630,CD4 T cell,6,DR0404,TRUE,Day 14
GSM7954359,6_DR0404_Day 14_lib42631,CD4 T cell,6,DR0404,TRUE,Day 14
GSM7954360,6_DR0404_Day 14_lib42632,CD4 T cell,6,DR0404,TRUE,Day 14
GSM7954361,6_DR0404_Day 14_lib42633,CD4 T cell,6,DR0404,FALSE,Day 14
GSM7954362,6_DR0404_Day 14_lib42634,CD4 T cell,6,DR0404,TRUE,Day 14
GSM7954363,6_DR0404_Day 14_lib42635,CD4 T cell,6,DR0404,TRUE,Day 14
GSM7954364,6_DR0404_Day 14_lib42636,CD4 T cell,6,DR0404,TRUE,Day 14
GSM7954365,6_DR0404_Day 14_lib42637,CD4 T cell,6,DR0404,TRUE,Day 14
GSM7954366,6_DR0404_Day 14_lib42638,CD4 T cell,6,DR0404,TRUE,Day 14
GSM7954367,6_DR0404_Day 14_lib42639,CD4 T cell,6,DR0404,TRUE,Day 14
GSM7954368,6_DR0404_Day 14_lib42640,CD4 T cell,6,DR0404,TRUE,Day 14
GSM7954369,6_DR0404_Day 14_lib42641,CD4 T cell,6,DR0404,TRUE,Day 14
GSM7954370,6_DR0404_Day 14_lib42642,CD4 T cell,6,DR0404,TRUE,Day 14
GSM7954371,6_DR0404_Day 14_lib42643,CD4 T cell,6,DR0404,TRUE,Day 14
GSM7954372,6_DR0404_Day 14_lib42644,CD4 T cell,6,DR0404,TRUE,Day 14
GSM7954373,6_DR0404_Day 14_lib42645,CD4 T cell,6,DR0404,TRUE,Day 14
GSM7954374,6_DR0404_Day 14_lib42646,CD4 T cell,6,DR0404,TRUE,Day 14
GSM7954375,6_DR0404_Day 14_lib42647,CD4 T cell,6,DR0404,TRUE,Day 14
GSM7954376,6_DR0404_Day 14_lib42648,CD4 T cell,6,DR0404,TRUE,Day 14
GSM7954377,6_DR0404_Day 14_lib42649,CD4 T cell,6,DR0404,TRUE,Day 14
GSM7954378,6_DR0404_Day 14_lib42650,CD4 T cell,6,DR0404,TRUE,Day 14
GSM7954379,6_DR0404_Day 14_lib42651,CD4 T cell,6,DR0404,FALSE,Day 14
GSM7954380,6_DR0404_Day 14_lib42652,CD4 T cell,6,DR0404,TRUE,Day 14
GSM7954381,6_DR0404_Day 14_lib42653,CD4 T cell,6,DR0404,TRUE,Day 14
GSM7954382,6_DR0404_Day 14_lib42654,CD4 T cell,6,DR0404,TRUE,Day 14
GSM7954383,6_DR0404_Day 14_lib42655,CD4 T cell,6,DR0404,TRUE,Day 14
GSM7954384,6_DR0404_Day 14_lib42656,CD4 T cell,6,DR0404,TRUE,Day 14
GSM7954385,6_DR0404_Day 14_lib42657,CD4 T cell,6,DR0404,TRUE,Day 14
GSM7954386,6_DR0404_Day 14_lib42658,CD4 T cell,6,DR0404,TRUE,Day 14
GSM7954387,6_DR0404_Day 14_lib42659,CD4 T cell,6,DR0404,TRUE,Day 14
GSM7954388,6_DR0404_Day 14_lib42660,CD4 T cell,6,DR0404,TRUE,Day 14
GSM7954389,6_DR0404_Day 14_lib42661,CD4 T cell,6,DR0404,TRUE,Day 14
GSM7954390,6_DR0404_Day 14_lib42662,CD4 T cell,6,DR0404,TRUE,Day 14
GSM7954391,6_DR0404_Day 14_lib42663,CD4 T cell,6,DR0404,TRUE,Day 14
GSM7954392,6_DR0404_Day 14_lib42664,CD4 T cell,6,DR0404,TRUE,Day 14
GSM7954393,6_DR0404_Day 14_lib42665,CD4 T cell,6,DR0404,TRUE,Day 14
GSM7954394,8_DR0401_Day 14_lib42666,CD4 T cell,8,DR0401,TRUE,Day 14
GSM7954395,8_DR0401_Day 14_lib42667,CD4 T cell,8,DR0401,TRUE,Day 14
GSM7954396,8_DR0401_Day 14_lib42668,CD4 T cell,8,DR0401,FALSE,Day 14
GSM7954397,8_DR0401_Day 14_lib42669,CD4 T cell,8,DR0401,TRUE,Day 14
GSM7954398,8_DR0401_Day 14_lib42670,CD4 T cell,8,DR0401,TRUE,Day 14
GSM7954399,8_DR0401_Day 14_lib42671,CD4 T cell,8,DR0401,TRUE,Day 14
GSM7954400,8_DR0401_Day 14_lib42672,CD4 T cell,8,DR0401,TRUE,Day 14
GSM7954401,8_DR0401_Day 14_lib42673,CD4 T cell,8,DR0401,TRUE,Day 14
GSM7954402,8_DR0401_Day 14_lib42674,CD4 T cell,8,DR0401,TRUE,Day 14
GSM7954403,8_DR0401_Day 14_lib42675,CD4 T cell,8,DR0401,FALSE,Day 14
GSM7954404,8_DR0401_Day 14_lib42676,CD4 T cell,8,DR0401,TRUE,Day 14
GSM7954405,8_DR0401_Day 14_lib42677,CD4 T cell,8,DR0401,FALSE,Day 14
GSM7954406,8_DR0401_Day 14_lib42678,CD4 T cell,8,DR0401,TRUE,Day 14
GSM7954407,8_DR0401_Day 14_lib42679,CD4 T cell,8,DR0401,TRUE,Day 14
GSM7954408,8_DR0401_Day 14_lib42680,CD4 T cell,8,DR0401,TRUE,Day 14
GSM7954409,8_DR0401_Day 14_lib42681,CD4 T cell,8,DR0401,TRUE,Day 14
GSM7954410,8_DR0401_Day 14_lib42682,CD4 T cell,8,DR0401,TRUE,Day 14
GSM7954411,8_DR0401_Day 14_lib42683,CD4 T cell,8,DR0401,TRUE,Day 14
GSM7954412,8_DR0401_Day 14_lib42684,CD4 T cell,8,DR0401,TRUE,Day 14
GSM7954413,8_DR0401_Day 14_lib42685,CD4 T cell,8,DR0401,FALSE,Day 14
GSM7954414,8_DR0401_Day 14_lib42686,CD4 T cell,8,DR0401,TRUE,Day 14
GSM7954415,8_DR0401_Day 14_lib42687,CD4 T cell,8,DR0401,TRUE,Day 14
GSM7954416,8_DR0401_Day 14_lib42688,CD4 T cell,8,DR0401,TRUE,Day 14
GSM7954417,8_DR0401_Day 14_lib42689,CD4 T cell,8,DR0401,TRUE,Day 14
GSM7954418,8_DR0401_Day 14_lib42690,CD4 T cell,8,DR0401,TRUE,Day 14
GSM7954419,8_DR0401_Day 14_lib42691,CD4 T cell,8,DR0401,TRUE,Day 14
GSM7954420,8_DR0401_Day 14_lib42692,CD4 T cell,8,DR0401,TRUE,Day 14
GSM7954421,8_DR0401_Day 14_lib42693,CD4 T cell,8,DR0401,FALSE,Day 14
GSM7954422,8_DR0401_Day 14_lib42694,CD4 T cell,8,DR0401,FALSE,Day 14
GSM7954423,8_DR0401_Day 14_lib42695,CD4 T cell,8,DR0401,FALSE,Day 14
GSM7954424,8_DR0401_Day 14_lib42696,CD4 T cell,8,DR0401,TRUE,Day 14
GSM7954425,8_DR0401_Day 14_lib42697,CD4 T cell,8,DR0401,TRUE,Day 14
GSM7954426,8_DR0401_Day 14_lib42698,CD4 T cell,8,DR0401,TRUE,Day 14
GSM7954427,8_DR0401_Day 14_lib42699,CD4 T cell,8,DR0401,TRUE,Day 14
GSM7954428,8_DR0401_Day 14_lib42700,CD4 T cell,8,DR0401,TRUE,Day 14
GSM7954429,8_DR0401_Day 14_lib42701,CD4 T cell,8,DR0401,TRUE,Day 14
GSM7954430,8_DR0401_Day 14_lib42702,CD4 T cell,8,DR0401,TRUE,Day 14
GSM7954431,8_DR0401_Day 14_lib42703,CD4 T cell,8,DR0401,TRUE,Day 14
GSM7954432,8_DR0401_Day 14_lib42704,CD4 T cell,8,DR0401,TRUE,Day 14
GSM7954433,8_DR0401_Day 14_lib42705,CD4 T cell,8,DR0401,TRUE,Day 14
GSM7954434,8_DR0401_Day 14_lib42706,CD4 T cell,8,DR0401,TRUE,Day 14
GSM7954435,8_DR0401_Day 14_lib42707,CD4 T cell,8,DR0401,TRUE,Day 14
GSM7954436,8_DR0401_Day 14_lib42708,CD4 T cell,8,DR0401,FALSE,Day 14
GSM7954437,8_DR0401_Day 14_lib42709,CD4 T cell,8,DR0401,TRUE,Day 14
GSM7954438,8_DR0401_Day 14_lib42710,CD4 T cell,8,DR0401,FALSE,Day 14
GSM7954439,8_DR0401_Day 14_lib42711,CD4 T cell,8,DR0401,TRUE,Day 14
GSM7954440,8_DR0401_Day 14_lib42712,CD4 T cell,8,DR0401,FALSE,Day 14
GSM7954441,8_DR0401_Day 14_lib42713,CD4 T cell,8,DR0401,FALSE,Day 14
GSM7954442,8_DR0401_Day 14_lib42714,CD4 T cell,8,DR0401,TRUE,Day 14
GSM7954443,8_DR0401_Day 14_lib42715,CD4 T cell,8,DR0401,TRUE,Day 14
GSM7954444,8_DR0401_Day 14_lib42716,CD4 T cell,8,DR0401,TRUE,Day 14
GSM7954445,8_DR0401_Day 14_lib42717,CD4 T cell,8,DR0401,TRUE,Day 14
GSM7954446,8_DR0401_Day 14_lib42718,CD4 T cell,8,DR0401,TRUE,Day 14
GSM7954447,8_DR0401_Day 14_lib42719,CD4 T cell,8,DR0401,TRUE,Day 14
GSM7954448,8_DR0401_Day 14_lib42720,CD4 T cell,8,DR0401,TRUE,Day 14
GSM7954449,8_DR0401_Day 14_lib42721,CD4 T cell,8,DR0401,TRUE,Day 14
GSM7954450,8_DR0401_Day 14_lib42722,CD4 T cell,8,DR0401,FALSE,Day 14
GSM7954451,8_DR0401_Day 14_lib42723,CD4 T cell,8,DR0401,TRUE,Day 14
GSM7954452,8_DR0401_Day 14_lib42724,CD4 T cell,8,DR0401,FALSE,Day 14
GSM7954453,8_DR0401_Day 14_lib42725,CD4 T cell,8,DR0401,TRUE,Day 14
GSM7954454,8_DR0401_Day 14_lib42726,CD4 T cell,8,DR0401,TRUE,Day 14
GSM7954455,8_DR0401_Day 14_lib42727,CD4 T cell,8,DR0401,TRUE,Day 14
GSM7954456,8_DR0401_Day 14_lib42728,CD4 T cell,8,DR0401,TRUE,Day 14
GSM7954457,8_DR0401_Day 14_lib42729,CD4 T cell,8,DR0401,TRUE,Day 14
GSM7954458,8_DR0401_Day 14_lib42730,CD4 T cell,8,DR0401,TRUE,Day 14
GSM7954459,8_DR0401_Day 14_lib42731,CD4 T cell,8,DR0401,TRUE,Day 14
GSM7954460,8_DR0401_Day 14_lib42732,CD4 T cell,8,DR0401,TRUE,Day 14
GSM7954461,8_DR0401_Day 14_lib42733,CD4 T cell,8,DR0401,TRUE,Day 14
GSM7954462,8_DR0401_Day 14_lib42734,CD4 T cell,8,DR0401,TRUE,Day 14
GSM7954463,8_DR0401_Day 14_lib42735,CD4 T cell,8,DR0401,TRUE,Day 14
GSM7954464,8_DR0401_Day 14_lib42736,CD4 T cell,8,DR0401,TRUE,Day 14
GSM7954465,8_DR0401_Day 14_lib42737,CD4 T cell,8,DR0401,FALSE,Day 14
GSM7954466,8_DR0401_Day 14_lib42738,CD4 T cell,8,DR0401,TRUE,Day 14
GSM7954467,8_DR0401_Day 14_lib42739,CD4 T cell,8,DR0401,TRUE,Day 14
GSM7954468,8_DR0401_Day 14_lib42740,CD4 T cell,8,DR0401,TRUE,Day 14
GSM7954469,8_DR0401_Day 14_lib42741,CD4 T cell,8,DR0401,TRUE,Day 14
GSM7954470,8_DR0401_Day 14_lib42742,CD4 T cell,8,DR0401,TRUE,Day 14
GSM7954471,8_DR0401_Day 14_lib42743,CD4 T cell,8,DR0401,FALSE,Day 14
GSM7954472,8_DR0401_Day 14_lib42744,CD4 T cell,8,DR0401,TRUE,Day 14
GSM7954473,8_DR0401_Day 14_lib42745,CD4 T cell,8,DR0401,TRUE,Day 14
GSM7954474,8_DR0401_Day 14_lib42746,CD4 T cell,8,DR0401,TRUE,Day 14
GSM7954475,8_DR0401_Day 14_lib42747,CD4 T cell,8,DR0401,TRUE,Day 14
GSM7954476,8_DR0401_Day 14_lib42748,CD4 T cell,8,DR0401,FALSE,Day 14
GSM7954477,8_DR0401_Day 14_lib42749,CD4 T cell,8,DR0401,TRUE,Day 14
GSM7954478,8_DR0401_Day 14_lib42750,CD4 T cell,8,DR0401,TRUE,Day 14
GSM7954479,8_DR0401_Day 14_lib42751,CD4 T cell,8,DR0401,TRUE,Day 14
GSM7954480,8_DR0401_Day 14_lib42752,CD4 T cell,8,DR0401,FALSE,Day 14
GSM7954481,8_DR0401_Day 14_lib42753,CD4 T cell,8,DR0401,TRUE,Day 14
GSM7954482,8_DR0401_Day 14_lib42754,CD4 T cell,8,DR0401,TRUE,Day 14
GSM7954483,8_DR0401_Day 14_lib42755,CD4 T cell,8,DR0401,TRUE,Day 14
GSM7954484,8_DR0401_Day 14_lib42756,CD4 T cell,8,DR0401,TRUE,Day 14
GSM7954485,8_DR0401_Day 14_lib42757,CD4 T cell,8,DR0401,TRUE,Day 14
GSM7954486,8_DR0401_Day 14_lib42758,CD4 T cell,8,DR0401,TRUE,Day 14
GSM7954487,8_DR0401_Day 14_lib42759,CD4 T cell,8,DR0401,TRUE,Day 14
GSM7954488,8_DR0401_Day 14_lib42760,CD4 T cell,8,DR0401,TRUE,Day 14
GSM7954489,8_DR0401_Day 14_lib42761,CD4 T cell,8,DR0401,TRUE,Day 14
GSM7954490,9_DR0401_Day 14_lib42762,CD4 T cell,9,DR0401,FALSE,Day 14
GSM7954491,9_DR0401_Day 14_lib42763,CD4 T cell,9,DR0401,TRUE,Day 14
GSM7954492,9_DR0401_Day 14_lib42764,CD4 T cell,9,DR0401,TRUE,Day 14
GSM7954493,9_DR0401_Day 14_lib42765,CD4 T cell,9,DR0401,FALSE,Day 14
GSM7954494,9_DR0401_Day 14_lib42766,CD4 T cell,9,DR0401,TRUE,Day 14
GSM7954495,9_DR0401_Day 14_lib42767,CD4 T cell,9,DR0401,TRUE,Day 14
