Gene,HRA_CD4Naive_LFC,RZV_D14_LFC,RZV_D74_LFC,RZV_D365_LFC,Direction
ANKRD18EP,0.047,-1.5,-1.6,-2.0,"Opposite (HZ Up, RZV Down)"
ANKRD13D,0.051,-0.9,-3.7,-3.3,"Opposite (HZ Up, RZV Down)"
ANKLE1,0.023,-0.9,-2.1,-1.2,"Opposite (HZ Up, RZV Down)"
ANKHD1-EIF4EBP3,0.001,-1.3,0.8,-0.9,"Opposite (HZ Up, RZV Down)"
ANKFY1,0.384,-0.6,0.6,-0.6,"Opposite (HZ Up, RZV Down)"
ANKEF1,0.216,-2.6,-1.6,-3.0,"Opposite (HZ Up, RZV Down)"
ANK3,0.142,-0.7,-0.1,-0.2,"Opposite (HZ Up, RZV Down)"
ANGPT2,0.006,-0.8,-1.2,-0.1,"Opposite (HZ Up, RZV Down)"
ANAPC10,1.033,-0.6,0.1,-0.6,"Opposite (HZ Up, RZV Down)"
AMPD3,0.18,-1.1,-1.9,-0.6,"Opposite (HZ Up, RZV Down)"
AMOTL1,0.004,-3.3,-4.0,-4.6,"Opposite (HZ Up, RZV Down)"
AP4S1,0.275,-0.6,-0.3,0.1,"Opposite (HZ Up, RZV Down)"
APBB1,0.052,-1.3,0.1,1.3,"Opposite (HZ Up, RZV Down)"
APLP2,0.415,-1.1,-0.6,-0.5,"Opposite (HZ Up, RZV Down)"
APOBR,0.091,-2.6,-2.4,2.1,"Opposite (HZ Up, RZV Down)"
ATP5PB,0.925,-0.2,-0.3,-0.1,"Opposite (HZ Up, RZV Down)"
ATP23,0.164,-2.2,0.8,-0.1,"Opposite (HZ Up, RZV Down)"
ATN1,0.031,-2.0,-2.4,-1.4,"Opposite (HZ Up, RZV Down)"
ATG10,0.019,-2.7,-1.8,-1.7,"Opposite (HZ Up, RZV Down)"
ASPRV1,0.01,-1.9,1.1,-2.1,"Opposite (HZ Up, RZV Down)"
ASB13,0.207,-1.4,0.0,-1.3,"Opposite (HZ Up, RZV Down)"
ARRDC3,0.193,-1.1,-0.7,0.1,"Opposite (HZ Up, RZV Down)"
ARMCX5,0.376,-0.6,0.4,-0.1,"Opposite (HZ Up, RZV Down)"
AMIGO2,0.16,-0.8,-1.2,-0.1,"Opposite (HZ Up, RZV Down)"
ARHGEF9,0.105,-1.5,-0.9,-0.0,"Opposite (HZ Up, RZV Down)"
ARHGEF10,0.082,-0.6,-1.2,-1.0,"Opposite (HZ Up, RZV Down)"
ARHGAP5,0.779,-1.6,-1.3,-0.6,"Opposite (HZ Up, RZV Down)"
ARHGAP32,0.002,-1.8,-5.3,-5.0,"Opposite (HZ Up, RZV Down)"
ARHGAP31,0.03,-0.8,-0.1,0.1,"Opposite (HZ Up, RZV Down)"
ARFIP2,0.186,-0.7,-1.1,-0.5,"Opposite (HZ Up, RZV Down)"
APOL6,1.676,-0.7,-0.6,-0.5,"Opposite (HZ Up, RZV Down)"
APOL2,0.518,-1.4,-0.3,-0.7,"Opposite (HZ Up, RZV Down)"
APOL1,0.534,-1.0,-0.8,-2.0,"Opposite (HZ Up, RZV Down)"
ARHGEF37,0.006,-1.8,-0.5,-0.2,"Opposite (HZ Up, RZV Down)"
ATP6V0A1,0.179,-3.9,-2.3,0.2,"Opposite (HZ Up, RZV Down)"
AMIGO1,0.28,-0.7,1.6,0.8,"Opposite (HZ Up, RZV Down)"
ALG10B,0.226,-1.5,-0.9,-3.8,"Opposite (HZ Up, RZV Down)"
ACVR2B,0.297,-4.2,-2.8,-3.7,"Opposite (HZ Up, RZV Down)"
ACVR1C,0.238,-3.6,-4.1,-4.4,"Opposite (HZ Up, RZV Down)"
ACVR1B,0.023,-2.8,0.6,-0.7,"Opposite (HZ Up, RZV Down)"
ACVR1,0.131,-0.9,0.0,-0.1,"Opposite (HZ Up, RZV Down)"
ACSL6,1.081,-2.4,-2.6,-0.6,"Opposite (HZ Up, RZV Down)"
ACOT4,0.005,-1.0,-0.6,0.4,"Opposite (HZ Up, RZV Down)"
ACO1,0.108,-1.8,-1.8,-1.0,"Opposite (HZ Up, RZV Down)"
ACER2,0.03,-1.2,-0.6,0.8,"Opposite (HZ Up, RZV Down)"
ACBD4,0.176,-1.5,-0.6,-0.8,"Opposite (HZ Up, RZV Down)"
ABO,0.157,-1.0,-0.7,-0.2,"Opposite (HZ Up, RZV Down)"
ABL2,0.06,-1.3,-0.3,-0.7,"Opposite (HZ Up, RZV Down)"
ABHD1,0.02,-2.0,-4.3,-0.1,"Opposite (HZ Up, RZV Down)"
ABCC3,0.008,-0.9,-1.6,-0.3,"Opposite (HZ Up, RZV Down)"
ABCA1,0.117,-2.8,-6.1,-7.0,"Opposite (HZ Up, RZV Down)"
AACS,0.047,-1.6,-2.7,2.1,"Opposite (HZ Up, RZV Down)"
A1BG-AS1,0.049,-1.2,-0.8,0.8,"Opposite (HZ Up, RZV Down)"
ZSCAN12,0.184,-1.2,0.9,0.4,"Opposite (HZ Up, RZV Down)"
ACYP1,0.438,-0.7,-1.3,0.5,"Opposite (HZ Up, RZV Down)"
ADAM15,0.044,-2.2,0.6,0.2,"Opposite (HZ Up, RZV Down)"
ADAM19,0.076,-0.7,0.3,-0.6,"Opposite (HZ Up, RZV Down)"
ADAM9,0.062,-0.7,2.2,2.4,"Opposite (HZ Up, RZV Down)"
ALDOC,0.899,-2.2,-1.6,-1.6,"Opposite (HZ Up, RZV Down)"
ALDH6A1,0.141,-1.3,-4.9,-3.3,"Opposite (HZ Up, RZV Down)"
ALDH1B1,0.042,-0.7,-0.6,0.7,"Opposite (HZ Up, RZV Down)"
ALDH16A1,0.424,-1.9,1.7,0.1,"Opposite (HZ Up, RZV Down)"
AKT3,0.314,-1.5,-0.6,-1.9,"Opposite (HZ Up, RZV Down)"
AK5,0.161,-2.9,-3.0,-2.5,"Opposite (HZ Up, RZV Down)"
AJM1,0.009,-0.9,-1.8,-2.0,"Opposite (HZ Up, RZV Down)"
AIG1,0.239,-1.2,-1.8,-2.9,"Opposite (HZ Up, RZV Down)"
ALMS1-IT1,0.004,-0.9,2.4,-0.8,"Opposite (HZ Up, RZV Down)"
AIFM2,0.024,-2.7,-1.6,-2.3,"Opposite (HZ Up, RZV Down)"
AGTRAP,0.397,-1.5,0.3,-0.6,"Opposite (HZ Up, RZV Down)"
AGRN,0.006,-0.7,-1.6,-1.5,"Opposite (HZ Up, RZV Down)"
AGL,0.611,-0.6,-0.6,-0.0,"Opposite (HZ Up, RZV Down)"
ADHFE1,0.45,-1.1,0.9,-2.4,"Opposite (HZ Up, RZV Down)"
ADGRL1,0.148,-2.2,-2.0,-1.0,"Opposite (HZ Up, RZV Down)"
ADCK2,0.424,-1.6,1.2,-1.8,"Opposite (HZ Up, RZV Down)"
ADAMTS7P4,0.136,-1.8,3.8,-0.3,"Opposite (HZ Up, RZV Down)"
ADAMTS17,0.023,-2.3,-1.6,-0.2,"Opposite (HZ Up, RZV Down)"
AIF1,0.573,-2.0,-4.0,-3.7,"Opposite (HZ Up, RZV Down)"
ATP6V0E2,0.183,-1.8,-1.6,-0.0,"Opposite (HZ Up, RZV Down)"
ATP8A2,0.056,-2.8,-1.8,-2.5,"Opposite (HZ Up, RZV Down)"
ATRN,0.064,-0.6,-1.6,-0.9,"Opposite (HZ Up, RZV Down)"
CC2D2A,0.002,-1.8,-2.6,-2.1,"Opposite (HZ Up, RZV Down)"
CBR3-AS1,0.074,-1.2,-0.7,0.8,"Opposite (HZ Up, RZV Down)"
CATSPER2,0.016,-2.1,-2.0,-1.0,"Opposite (HZ Up, RZV Down)"
CASP10,0.692,-1.3,-2.0,-1.4,"Opposite (HZ Up, RZV Down)"
CAPS,0.011,-0.9,1.0,1.1,"Opposite (HZ Up, RZV Down)"
CAMSAP2,0.14,-2.3,-1.8,-1.4,"Opposite (HZ Up, RZV Down)"
CAMKK1,0.016,-1.2,-4.1,-0.4,"Opposite (HZ Up, RZV Down)"
CAMK4,0.409,-1.3,-1.0,-1.2,"Opposite (HZ Up, RZV Down)"
CAMK1D,0.026,-0.7,-0.3,-0.1,"Opposite (HZ Up, RZV Down)"
CALHM6,0.24,-0.8,-1.4,-1.5,"Opposite (HZ Up, RZV Down)"
CALHM2,0.319,-1.6,-1.8,-0.1,"Opposite (HZ Up, RZV Down)"
CACNA1E,0.003,-1.1,-1.4,-1.7,"Opposite (HZ Up, RZV Down)"
CACFD1,0.001,-0.7,-1.4,1.4,"Opposite (HZ Up, RZV Down)"
CA2,0.045,-6.0,-6.2,-8.3,"Opposite (HZ Up, RZV Down)"
C8orf58,0.039,-4.1,1.4,1.6,"Opposite (HZ Up, RZV Down)"
C7orf25,0.026,-2.4,-1.8,-1.7,"Opposite (HZ Up, RZV Down)"
C6orf136,0.093,-1.2,0.5,0.7,"Opposite (HZ Up, RZV Down)"
CCDC102B,0.087,-0.8,-1.3,-0.9,"Opposite (HZ Up, RZV Down)"
CCDC112,0.061,-1.7,0.7,-0.3,"Opposite (HZ Up, RZV Down)"
CCDC125,0.45,-0.6,0.9,0.0,"Opposite (HZ Up, RZV Down)"
CCDC146,0.182,-1.0,0.9,0.1,"Opposite (HZ Up, RZV Down)"
CD40LG,1.146,-1.0,-0.7,-0.2,"Opposite (HZ Up, RZV Down)"
CD40,0.111,-1.1,-1.4,-0.4,"Opposite (HZ Up, RZV Down)"
CD2AP,0.526,-1.0,-0.7,-0.7,"Opposite (HZ Up, RZV Down)"
CD274,0.179,-1.1,-0.4,-0.2,"Opposite (HZ Up, RZV Down)"
CD22,0.017,-1.6,-0.8,-0.6,"Opposite (HZ Up, RZV Down)"
CD14,0.077,-3.5,-5.1,-4.5,"Opposite (HZ Up, RZV Down)"
CCT8P1,0.008,-0.8,-0.5,0.0,"Opposite (HZ Up, RZV Down)"
CCSER2,0.239,-0.6,-0.2,-0.1,"Opposite (HZ Up, RZV Down)"
C3,0.006,-1.9,-2.7,1.0,"Opposite (HZ Up, RZV Down)"
CCR6,0.225,-1.9,-3.1,-4.3,"Opposite (HZ Up, RZV Down)"
CCNB1,0.092,-2.1,0.1,0.3,"Opposite (HZ Up, RZV Down)"
CCM2,0.19,-0.6,-0.9,0.5,"Opposite (HZ Up, RZV Down)"
CCL3L1,0.207,-1.4,-0.6,1.7,"Opposite (HZ Up, RZV Down)"
CCL28,0.172,-1.0,1.5,1.4,"Opposite (HZ Up, RZV Down)"
CCL20,0.019,-1.1,-0.0,0.7,"Opposite (HZ Up, RZV Down)"
CCDC88A,0.191,-3.4,-0.7,-1.8,"Opposite (HZ Up, RZV Down)"
CCDC85C,0.181,-0.7,-4.6,-3.1,"Opposite (HZ Up, RZV Down)"
CCDC15,0.108,-1.3,-0.4,-1.2,"Opposite (HZ Up, RZV Down)"
CCND2,2.491,-1.0,-1.0,-1.2,"Opposite (HZ Up, RZV Down)"
C2orf15,0.155,-1.5,-3.3,-1.6,"Opposite (HZ Up, RZV Down)"
C20orf96,0.098,-1.6,0.0,1.2,"Opposite (HZ Up, RZV Down)"
C1orf74,0.015,-0.7,-2.0,-0.4,"Opposite (HZ Up, RZV Down)"
BMI1,0.233,-1.2,-1.4,-0.5,"Opposite (HZ Up, RZV Down)"
BLVRB,0.462,-5.1,-1.3,0.7,"Opposite (HZ Up, RZV Down)"
BLOC1S3,0.254,-1.3,-0.8,-1.1,"Opposite (HZ Up, RZV Down)"
BIN1,0.516,-0.7,0.6,1.3,"Opposite (HZ Up, RZV Down)"
BIK,0.235,-0.9,-1.2,-0.5,"Opposite (HZ Up, RZV Down)"
BEX4,0.244,-0.7,-0.8,0.1,"Opposite (HZ Up, RZV Down)"
BEGAIN,0.021,-3.2,-3.4,-2.6,"Opposite (HZ Up, RZV Down)"
BCORL1,0.022,-1.2,-0.8,-1.9,"Opposite (HZ Up, RZV Down)"
BMP1,0.025,-1.0,-0.9,-0.7,"Opposite (HZ Up, RZV Down)"
BCAS4,0.45,-1.3,-1.8,-0.8,"Opposite (HZ Up, RZV Down)"
BBS2,0.943,-1.8,-0.5,0.4,"Opposite (HZ Up, RZV Down)"
BBS1,0.087,-0.6,0.8,0.2,"Opposite (HZ Up, RZV Down)"
BATF3,0.069,-3.0,-2.7,-0.9,"Opposite (HZ Up, RZV Down)"
B4GALT7,0.144,-0.6,0.1,0.5,"Opposite (HZ Up, RZV Down)"
B3GNT5,0.012,-1.0,-0.3,0.5,"Opposite (HZ Up, RZV Down)"
B3GNT4,0.015,-0.7,0.7,-1.9,"Opposite (HZ Up, RZV Down)"
B3GALNT1,0.004,-2.7,-1.0,-1.2,"Opposite (HZ Up, RZV Down)"
AURKC,0.003,-0.7,0.6,0.3,"Opposite (HZ Up, RZV Down)"
BBX,0.292,-0.8,-0.7,-0.5,"Opposite (HZ Up, RZV Down)"
CD55,0.207,-0.8,-0.6,-0.3,"Opposite (HZ Up, RZV Down)"
BMPR1A,0.133,-1.4,-2.4,-0.9,"Opposite (HZ Up, RZV Down)"
BNIP3,0.712,-2.0,-2.1,-1.0,"Opposite (HZ Up, RZV Down)"
C1orf54,0.057,-0.7,1.0,-2.2,"Opposite (HZ Up, RZV Down)"
C1orf162,0.676,-2.0,-1.5,-1.8,"Opposite (HZ Up, RZV Down)"
C1orf115,0.033,-1.7,-1.7,0.9,"Opposite (HZ Up, RZV Down)"
C1RL-AS1,0.088,-0.7,-0.2,-1.3,"Opposite (HZ Up, RZV Down)"
C1GALT1,0.414,-0.7,-1.3,-0.4,"Opposite (HZ Up, RZV Down)"
C1DP5,0.046,-1.3,2.6,0.5,"Opposite (HZ Up, RZV Down)"
C19orf73,0.061,-1.3,-0.9,-2.3,"Opposite (HZ Up, RZV Down)"
C19orf44,0.061,-1.0,0.7,0.7,"Opposite (HZ Up, RZV Down)"
BMPR2,0.505,-0.8,0.9,1.0,"Opposite (HZ Up, RZV Down)"
C17orf100,0.029,-1.5,-1.4,0.6,"Opposite (HZ Up, RZV Down)"
C13orf46,0.003,-1.3,-0.2,-3.9,"Opposite (HZ Up, RZV Down)"
C11orf71,0.305,-1.4,-1.1,-1.3,"Opposite (HZ Up, RZV Down)"
C10orf143,0.076,-0.7,0.9,0.6,"Opposite (HZ Up, RZV Down)"
BTBD10,0.241,-0.8,-0.9,-0.4,"Opposite (HZ Up, RZV Down)"
BSPRY,0.01,-0.9,-0.9,0.1,"Opposite (HZ Up, RZV Down)"
BRMS1L,0.152,-0.8,0.2,0.7,"Opposite (HZ Up, RZV Down)"
BRF2,0.104,-2.4,-0.1,-0.4,"Opposite (HZ Up, RZV Down)"
BRD3OS,0.153,-0.9,-0.9,-0.3,"Opposite (HZ Up, RZV Down)"
C16orf54,0.384,-1.1,1.9,0.0,"Opposite (HZ Up, RZV Down)"
NAP1L2,0.273,-2.2,0.6,-2.4,"Opposite (HZ Up, RZV Down)"
FAH,0.137,-2.5,-0.3,2.1,"Opposite (HZ Up, RZV Down)"
FAM111B,0.027,-2.7,-2.0,-1.2,"Opposite (HZ Up, RZV Down)"
LINC00954,0.084,-1.2,-0.4,0.7,"Opposite (HZ Up, RZV Down)"
LINC00921,0.204,-0.7,1.6,-1.9,"Opposite (HZ Up, RZV Down)"
LINC00852,0.045,-3.5,-0.1,-0.5,"Opposite (HZ Up, RZV Down)"
LINC00243,0.076,-0.9,-1.9,0.9,"Opposite (HZ Up, RZV Down)"
LINC00092,0.044,-4.7,-3.7,-3.2,"Opposite (HZ Up, RZV Down)"
LIN7C,0.96,-0.6,-0.2,-0.0,"Opposite (HZ Up, RZV Down)"
LIN7B,0.047,-1.7,0.2,1.1,"Opposite (HZ Up, RZV Down)"
LIMS2,0.35,-0.7,0.5,-2.1,"Opposite (HZ Up, RZV Down)"
LILRB1,0.119,-2.7,-2.7,-1.4,"Opposite (HZ Up, RZV Down)"
LIG3,0.427,-0.8,-0.1,-0.5,"Opposite (HZ Up, RZV Down)"
LGMN,0.007,-2.3,1.1,-0.6,"Opposite (HZ Up, RZV Down)"
LGALS1,0.121,-0.9,-0.7,0.3,"Opposite (HZ Up, RZV Down)"
LEF1-AS1,0.207,-1.3,-3.0,-3.9,"Opposite (HZ Up, RZV Down)"
LEAP2,0.003,-1.0,-3.8,-1.7,"Opposite (HZ Up, RZV Down)"
LDOC1,0.306,-1.4,0.1,0.7,"Opposite (HZ Up, RZV Down)"
LCMT2,0.092,-0.7,0.7,-0.1,"Opposite (HZ Up, RZV Down)"
LARGE2,0.041,-3.1,-1.7,-1.4,"Opposite (HZ Up, RZV Down)"
LINC01128,0.351,-0.8,-0.6,-0.4,"Opposite (HZ Up, RZV Down)"
LINC01176,0.064,-2.3,2.3,-0.8,"Opposite (HZ Up, RZV Down)"
LINC01215,0.473,-0.9,-0.4,-1.3,"Opposite (HZ Up, RZV Down)"
LINC01278,0.046,-2.4,-0.7,0.0,"Opposite (HZ Up, RZV Down)"
LPGAT1,0.201,-0.8,-0.0,0.5,"Opposite (HZ Up, RZV Down)"
LPAR6,1.354,-1.2,-2.3,-0.2,"Opposite (HZ Up, RZV Down)"
LOXL2,0.036,-0.9,-0.3,-1.6,"Opposite (HZ Up, RZV Down)"
LOXL1-AS1,0.003,-3.8,-0.8,-2.8,"Opposite (HZ Up, RZV Down)"
LONRF3,0.117,-2.4,-1.5,-1.3,"Opposite (HZ Up, RZV Down)"
LONRF1,0.004,-1.4,-1.6,-0.9,"Opposite (HZ Up, RZV Down)"
LONP1,0.003,-0.6,-0.8,-0.5,"Opposite (HZ Up, RZV Down)"
LNP1,0.039,-2.6,1.2,-1.7,"Opposite (HZ Up, RZV Down)"
LAPTM4B,0.063,-1.7,-2.7,-1.4,"Opposite (HZ Up, RZV Down)"
LMLN,0.236,-3.0,-0.2,-1.3,"Opposite (HZ Up, RZV Down)"
LIPC,0.048,-2.5,-0.5,-2.4,"Opposite (HZ Up, RZV Down)"
LINS1,0.752,-0.7,-0.2,-0.6,"Opposite (HZ Up, RZV Down)"
LINC02273,0.737,-2.6,-1.1,-0.6,"Opposite (HZ Up, RZV Down)"
LINC02166,0.052,-1.5,-1.2,2.3,"Opposite (HZ Up, RZV Down)"
LINC02132,0.056,-0.7,-0.8,-0.6,"Opposite (HZ Up, RZV Down)"
LINC02035,0.094,-1.5,-1.3,-0.1,"Opposite (HZ Up, RZV Down)"
LINC01816,0.02,-1.5,-0.4,-2.5,"Opposite (HZ Up, RZV Down)"
LINC01679,0.006,-2.0,-0.0,-0.9,"Opposite (HZ Up, RZV Down)"
LMBR1,0.011,-0.7,-0.6,-0.3,"Opposite (HZ Up, RZV Down)"
LRIF1,1.072,-0.7,-1.6,-0.3,"Opposite (HZ Up, RZV Down)"
LAMP3,0.173,-0.8,-1.2,0.6,"Opposite (HZ Up, RZV Down)"
LACTB,0.232,-1.0,0.3,0.6,"Opposite (HZ Up, RZV Down)"
KIAA1958,0.027,-1.1,-1.6,-0.4,"Opposite (HZ Up, RZV Down)"
KIAA0319L,0.275,-0.9,0.1,0.1,"Opposite (HZ Up, RZV Down)"
KIAA0040,0.91,-0.7,0.2,-0.1,"Opposite (HZ Up, RZV Down)"
KHNYN,0.308,-0.9,0.2,-0.1,"Opposite (HZ Up, RZV Down)"
KHK,0.01,-2.5,-1.1,-1.3,"Opposite (HZ Up, RZV Down)"
KDM7A,0.403,-0.6,0.4,0.0,"Opposite (HZ Up, RZV Down)"
KCTD7,0.674,-0.9,-1.9,0.0,"Opposite (HZ Up, RZV Down)"
KCTD21,0.057,-0.7,2.1,-3.0,"Opposite (HZ Up, RZV Down)"
KCTD15,0.036,-0.7,-1.6,0.7,"Opposite (HZ Up, RZV Down)"
KCTD12,0.244,-2.5,-2.5,-2.7,"Opposite (HZ Up, RZV Down)"
KCNJ14,0.0,-1.1,-1.6,-1.4,"Opposite (HZ Up, RZV Down)"
KCNAB3,0.014,-0.9,1.4,0.0,"Opposite (HZ Up, RZV Down)"
KBTBD8,0.139,-0.8,-0.6,-0.2,"Opposite (HZ Up, RZV Down)"
KBTBD7,0.41,-1.2,0.4,-2.9,"Opposite (HZ Up, RZV Down)"
KAT2B,0.544,-0.7,-0.3,-0.7,"Opposite (HZ Up, RZV Down)"
JMJD1C,0.195,-0.6,-0.1,-0.4,"Opposite (HZ Up, RZV Down)"
JAM3,0.03,-2.2,-6.0,-1.4,"Opposite (HZ Up, RZV Down)"
KIF11,0.182,-0.6,-0.9,-1.1,"Opposite (HZ Up, RZV Down)"
KIF16B,0.282,-1.4,-0.0,1.6,"Opposite (HZ Up, RZV Down)"
KIF21A,0.156,-0.7,-0.1,0.0,"Opposite (HZ Up, RZV Down)"
KIF21B,0.084,-0.6,-2.0,-1.5,"Opposite (HZ Up, RZV Down)"
LACC1,0.101,-2.0,-1.5,1.2,"Opposite (HZ Up, RZV Down)"
L3MBTL1,0.095,-1.0,-1.4,-3.1,"Opposite (HZ Up, RZV Down)"
KYAT1,0.272,-0.8,-0.5,-2.5,"Opposite (HZ Up, RZV Down)"
KRTCAP2,0.118,-0.8,-0.7,-0.8,"Opposite (HZ Up, RZV Down)"
KRT8P12,0.084,-1.2,0.1,1.5,"Opposite (HZ Up, RZV Down)"
KRT18,0.145,-2.3,-3.9,-1.9,"Opposite (HZ Up, RZV Down)"
KRI1,0.761,-0.6,-0.9,-0.5,"Opposite (HZ Up, RZV Down)"
KNTC1,0.503,-0.8,0.7,-0.6,"Opposite (HZ Up, RZV Down)"
LACTB2,0.412,-1.4,-1.0,-0.3,"Opposite (HZ Up, RZV Down)"
KMT2C,1.228,-0.1,-0.1,-0.4,"Opposite (HZ Up, RZV Down)"
KLHL9,0.341,-0.7,-0.7,-0.3,"Opposite (HZ Up, RZV Down)"
KLHL8,0.13,-0.6,-1.0,-1.0,"Opposite (HZ Up, RZV Down)"
KLHL35,0.001,-3.8,-4.0,-0.7,"Opposite (HZ Up, RZV Down)"
KLF6,0.1,-0.8,-0.4,-0.3,"Opposite (HZ Up, RZV Down)"
KLC4,0.0,-0.9,0.4,-1.6,"Opposite (HZ Up, RZV Down)"
KLC2,0.114,-1.7,-1.5,-0.5,"Opposite (HZ Up, RZV Down)"
KIR3DL2,0.043,-0.8,-0.9,4.1,"Opposite (HZ Up, RZV Down)"
KIF3A,0.164,-0.8,-0.3,-0.0,"Opposite (HZ Up, RZV Down)"
KLRG1,0.084,-1.1,0.2,-1.2,"Opposite (HZ Up, RZV Down)"
LRP11,0.082,-3.5,-2.2,-2.8,"Opposite (HZ Up, RZV Down)"
LRP6,0.3,-3.0,-3.9,-4.3,"Opposite (HZ Up, RZV Down)"
LRRC37A2,0.568,-1.1,0.3,-0.7,"Opposite (HZ Up, RZV Down)"
MROH8,0.097,-1.7,-1.0,-2.7,"Opposite (HZ Up, RZV Down)"
MRC1,0.031,-1.4,-0.6,-0.2,"Opposite (HZ Up, RZV Down)"
MPZL2,0.062,-1.1,-4.7,-1.4,"Opposite (HZ Up, RZV Down)"
MPP1,0.031,-1.7,-2.5,-0.5,"Opposite (HZ Up, RZV Down)"
MORC4,0.141,-1.4,-1.7,-0.5,"Opposite (HZ Up, RZV Down)"
MNAT1,0.199,-1.2,-0.9,-0.2,"Opposite (HZ Up, RZV Down)"
MMACHC,0.116,-0.9,-0.9,0.2,"Opposite (HZ Up, RZV Down)"
MLXIP,0.235,-0.8,-0.3,-0.3,"Opposite (HZ Up, RZV Down)"
MLLT10,0.361,-0.8,-0.9,-0.5,"Opposite (HZ Up, RZV Down)"
MKLN1-AS,0.068,-2.5,-1.2,-2.6,"Opposite (HZ Up, RZV Down)"
MIRLET7D,0.021,-1.0,-1.8,0.2,"Opposite (HZ Up, RZV Down)"
MIR9-3HG,0.017,-0.6,-0.2,-1.1,"Opposite (HZ Up, RZV Down)"
MIR616,0.085,-1.9,-0.6,1.4,"Opposite (HZ Up, RZV Down)"
MIR4482,0.07,-1.4,-0.9,-1.9,"Opposite (HZ Up, RZV Down)"
MIR3682,0.003,-2.5,-2.1,-2.3,"Opposite (HZ Up, RZV Down)"
MIR3671,0.128,-2.1,-0.9,0.5,"Opposite (HZ Up, RZV Down)"
MIPEP,0.0,-0.7,-1.4,-0.4,"Opposite (HZ Up, RZV Down)"
MSANTD3,0.014,-3.2,-0.0,0.3,"Opposite (HZ Up, RZV Down)"
MSRB2,0.186,-2.6,-2.5,-1.0,"Opposite (HZ Up, RZV Down)"
MSTO1,0.212,-0.9,-1.0,0.2,"Opposite (HZ Up, RZV Down)"
MT-ND2,0.032,-0.6,-0.5,-0.3,"Opposite (HZ Up, RZV Down)"
NABP1,0.754,-0.7,-0.5,-0.6,"Opposite (HZ Up, RZV Down)"
NAALADL1,0.177,-1.6,-0.1,-0.3,"Opposite (HZ Up, RZV Down)"
N4BP3,0.025,-2.1,-2.8,-0.7,"Opposite (HZ Up, RZV Down)"
MZB1,0.602,-0.8,1.0,0.3,"Opposite (HZ Up, RZV Down)"
MYO1G,0.184,-2.9,-3.0,-3.3,"Opposite (HZ Up, RZV Down)"
MYO1C,0.136,-0.6,2.3,0.1,"Opposite (HZ Up, RZV Down)"
MYO1B,0.019,-5.7,-4.0,-1.1,"Opposite (HZ Up, RZV Down)"
MYO18A,0.205,-1.3,1.7,-2.3,"Opposite (HZ Up, RZV Down)"
MINCR,0.02,-0.8,0.0,1.6,"Opposite (HZ Up, RZV Down)"
MYLIP,0.405,-1.3,-0.8,-0.6,"Opposite (HZ Up, RZV Down)"
MVK,0.183,-1.6,-1.2,-0.2,"Opposite (HZ Up, RZV Down)"
MTUS1,0.175,-1.7,-3.1,-2.4,"Opposite (HZ Up, RZV Down)"
MTND2P28,0.566,-0.6,-0.5,-0.2,"Opposite (HZ Up, RZV Down)"
MTMR12,0.265,-0.9,-0.3,-0.8,"Opposite (HZ Up, RZV Down)"
MTMR1,0.089,-1.1,-0.6,-0.0,"Opposite (HZ Up, RZV Down)"
MTM1,0.312,-1.0,-1.3,-0.5,"Opposite (HZ Up, RZV Down)"
MTHFR,0.233,-1.9,-2.0,-0.6,"Opposite (HZ Up, RZV Down)"
MT-ND6,0.687,-0.6,-0.3,-0.2,"Opposite (HZ Up, RZV Down)"
MYD88,0.246,-0.7,-0.1,-0.1,"Opposite (HZ Up, RZV Down)"
MIF,2.19,-0.9,-1.0,-1.1,"Opposite (HZ Up, RZV Down)"
MID2,0.142,-0.6,-1.1,-0.2,"Opposite (HZ Up, RZV Down)"
MICAL3,0.021,-0.9,-2.4,0.5,"Opposite (HZ Up, RZV Down)"
MAP10,0.068,-1.0,3.8,0.3,"Opposite (HZ Up, RZV Down)"
MAN1B1,0.053,-2.7,-2.1,-2.1,"Opposite (HZ Up, RZV Down)"
MAMSTR,0.044,-0.6,0.7,1.6,"Opposite (HZ Up, RZV Down)"
MAMLD1,0.006,-1.6,-1.3,-0.4,"Opposite (HZ Up, RZV Down)"
MAL,0.518,-2.1,-6.7,-0.6,"Opposite (HZ Up, RZV Down)"
MAGED2,0.264,-1.2,-1.0,-0.9,"Opposite (HZ Up, RZV Down)"
LZTFL1,0.317,-0.7,-1.0,0.8,"Opposite (HZ Up, RZV Down)"
LYSMD2,0.755,-0.9,-0.8,-0.6,"Opposite (HZ Up, RZV Down)"
MAP3K13,0.395,-0.9,-0.3,0.1,"Opposite (HZ Up, RZV Down)"
LYL1,0.105,-2.1,-2.6,-1.3,"Opposite (HZ Up, RZV Down)"
LY75,0.583,-0.7,0.2,0.8,"Opposite (HZ Up, RZV Down)"
LUZP1,0.266,-0.8,-0.2,-0.4,"Opposite (HZ Up, RZV Down)"
LTA4H,0.715,-0.6,-1.0,-0.3,"Opposite (HZ Up, RZV Down)"
LTA,0.463,-1.7,-2.4,-0.4,"Opposite (HZ Up, RZV Down)"
LSS,0.05,-1.6,-0.6,0.4,"Opposite (HZ Up, RZV Down)"
LRWD1,0.131,-1.1,-1.5,-0.2,"Opposite (HZ Up, RZV Down)"
