gene_id,ensembl_id,symbol,log2FC_HZ,padj_HZ
ENSG00000239039,ENSG00000239039,FCHO2,1.14885697499037,0.0002324176143594
ENSG00000143476,ENSG00000143476,KLF7,0.589072203743329,0.0002505037418207
ENSG00000004468,ENSG00000004468,IL1R1,0.515843625864674,0.0002776692265114
ENSG00000197321,ENSG00000197321,MAML3,-0.41406362908157,0.0002776692265114
ENSG00000196782,ENSG00000196782,MKI67,-0.661400224073888,0.0002780805648222
ENSG00000165071,ENSG00000165071,VNN1,-0.404999649865806,0.0003292902932676
ENSG00000154845,ENSG00000154845,ZNF516,-0.403788143710327,0.0003292902932676
ENSG00000157107,ENSG00000157107,TRAPPC4,-0.383907516538595,0.0003292902932676
ENSG00000112299,ENSG00000112299,CETP,-0.655024952968105,0.0003440278875378
ENSG00000196655,ENSG00000196655,MZB1,0.432056464755516,0.0003440278875378
ENSG00000118263,ENSG00000118263,ACP3,-0.36538057778928,0.0003440278875378
ENSG00000014257,ENSG00000014257,VPS8,-0.329064310209861,0.0003454936324686
ENSG00000265148,ENSG00000265148,SNORD13,0.260692586187142,0.0003624813522948
ENSG00000187837,ENSG00000187837,ACP2,0.636698962292956,0.0003716037369727
ENSG00000170476,ENSG00000170476,NR6A1,1.18919859676312,
ENSG00000148773,ENSG00000148773,PPP4R1,0.99105631868968,0.0003716037369727
ENSG00000245750,ENSG00000245750,CD52,-0.430287370439378,0.0003716037369727
ENSG00000118515,ENSG00000118515,DRAIC,-0.424367596816745,0.0003716037369727
ENSG00000087237,ENSG00000087237,H1-2,0.696941376279335,0.0003716037369727
ENSG00000148200,ENSG00000148200,GNAQ,-0.467829857175115,0.0003839192252327
ENSG00000101493,ENSG00000101493,TREML4,-0.408780990267826,0.0003865612281417
ENSG00000286263,ENSG00000286263,CNTNAP3B,-0.541674257969006,0.0003867491514409
ENSG00000169442,ENSG00000169442,DUSP5,0.574835458243084,0.0003908094061652
ENSG00000188056,ENSG00000188056,CENPF,-0.561781153820423,0.0003908094061652
ENSG00000134575,ENSG00000134575,MYOSLID-AS1,0.759208903597441,0.0003908094061652
ENSG00000156931,ENSG00000156931,SGK1,-0.350499205484027,0.0004025409473485
ENSG00000276368,ENSG00000276368,,1.56237533886821,
ENSG00000156052,ENSG00000156052,CYRIA,-0.557019041368177,0.0004025409473485
ENSG00000144040,ENSG00000144040,DOCK5,-0.254545564742993,0.0004025409473485
ENSG00000223725,ENSG00000223725,GZMA,-0.479752862846091,0.0004025409473485
ENSG00000138166,ENSG00000138166,IFIT5,0.652921257006888,0.0004075422750745
ENSG00000237649,ENSG00000237649,MIR646HG,0.823220830930151,
ENSG00000122547,ENSG00000122547,KIFC1,-0.465635783193181,0.0004379652929893
ENSG00000105369,ENSG00000105369,FOXO3,0.49365416976884,0.0004413040451118
ENSG00000117724,ENSG00000117724,SFXN5,0.726504875458358,0.0004413040451118
ENSG00000197872,ENSG00000197872,EEPD1,-0.307298275628276,0.000453766517601
ENSG00000145649,ENSG00000145649,CD79A,0.673872630077492,0.0004540104293652
ENSG00000147459,ENSG00000147459,LMF2,-0.438485245523775,0.0004540104293652
ENSG00000153162,ENSG00000153162,ATP5IF1,-0.477911303878326,0.000477736893558
