gene_id,ensembl_id,symbol,log2FC_HZ,padj_HZ
ENSG00000226981,ENSG00000226981,,0.381219534801394,
ENSG00000165915,ENSG00000165915,RPL21P86,0.251158492732766,
ENSG00000164466,ENSG00000164466,GATD1-DT,0.122153213712352,0.252902221256925
ENSG00000134597,ENSG00000134597,LOC102723475,0.133629295040856,0.252927752216406
ENSG00000140262,ENSG00000140262,TACC3,-0.108633151239971,0.252989738540713
ENSG00000153037,ENSG00000153037,CLP1,-0.155259926502469,0.253081991288613
ENSG00000151067,ENSG00000151067,SF3B6,0.212537981472225,0.253081991288613
ENSG00000138794,ENSG00000138794,FPR1,0.134654313298627,0.253081991288613
ENSG00000092200,ENSG00000092200,CEBPG,-0.175866587474756,0.253081991288613
ENSG00000175792,ENSG00000175792,RNF145,0.132209734659336,0.253156647420493
ENSG00000184260,ENSG00000184260,B4GALT7,0.20486685734287,0.25321949167323
ENSG00000107669,ENSG00000107669,TRIM17,-0.0967406875188849,0.253399153909795
ENSG00000118492,ENSG00000118492,TMEM25,-0.252700698917583,0.25378967375187
ENSG00000148335,ENSG00000148335,MAP1LC3B2,0.244990386577881,
ENSG00000104133,ENSG00000104133,SLC39A11,-0.131555011822337,0.253830577687821
ENSG00000137309,ENSG00000137309,ABCD2,0.227818306514487,0.253830577687821
ENSG00000163666,ENSG00000163666,RASSF5,0.300437700412723,
ENSG00000118997,ENSG00000118997,CASP8AP2,0.135181436075016,0.254342485970133
ENSG00000139131,ENSG00000139131,ARRDC4,0.20310383601123,0.254342485970133
ENSG00000011009,ENSG00000011009,TUBD1,0.197152219853937,0.254359719708104
ENSG00000117691,ENSG00000117691,TTC12,0.173985429087834,0.254463014658215
ENSG00000248636,ENSG00000248636,IL24,0.325045154894205,
ENSG00000148803,ENSG00000148803,RPGRIP1,0.409352124436772,
ENSG00000155008,ENSG00000155008,MRPS15,-0.169445389679837,0.254745395839362
ENSG00000127084,ENSG00000127084,FAM72A,-0.119623426755382,0.254793217162738
ENSG00000008394,ENSG00000008394,NSMCE1-DT,-0.145231258676029,0.254940808644663
ENSG00000184999,ENSG00000184999,,0.451852121315714,
ENSG00000106617,ENSG00000106617,GPRIN3,-0.111366205455424,0.255362746165081
ENSG00000278961,ENSG00000278961,,-0.345142249864916,
ENSG00000113384,ENSG00000113384,SPIB,-0.111344484988934,0.255735444192638
ENSG00000229267,ENSG00000229267,CFAP45,0.234610860395447,0.255735444192638
ENSG00000268746,ENSG00000268746,,0.390612419156024,
ENSG00000249547,ENSG00000249547,TM7SF2,0.358361640008695,
ENSG00000122257,ENSG00000122257,CDK17,0.115056786107609,0.256057248547699
ENSG00000266094,ENSG00000266094,RHOXF1P3,-0.165864647160369,0.256131761294036
ENSG00000103226,ENSG00000103226,SGO2,-0.111932777330813,0.256131761294036
ENSG00000258102,ENSG00000258102,LINC00685,-0.182223497188698,0.256179605547156
ENSG00000048471,ENSG00000048471,HMGB1P20,-0.101466162849705,0.256179605547156
ENSG00000177483,ENSG00000177483,CNTLN,-0.21531971477387,
ENSG00000225964,ENSG00000225964,WDR18,0.478477431333033,0.256266969483935
ENSG00000228716,ENSG00000228716,MGST1,0.215029820156594,0.25627444015298
ENSG00000124151,ENSG00000124151,NDUFS5,-0.127556669305411,0.256335065798455
ENSG00000170802,ENSG00000170802,CCDC51,-0.121002132790737,0.25636740821668
ENSG00000259956,ENSG00000259956,CKAP4,0.225858018997962,0.25654304831552
ENSG00000116815,ENSG00000116815,PLEKHO1,-0.114213932163113,0.256549456720956
ENSG00000139211,ENSG00000139211,SLC7A5,0.301951980776183,
ENSG00000176700,ENSG00000176700,SNX29,0.156579582312644,0.256789556423326
ENSG00000197249,ENSG00000197249,EEF1B2,-0.21342784543491,0.256789556423326
ENSG00000188878,ENSG00000188878,MRPS10,0.213618827958942,0.256789556423326
ENSG00000130340,ENSG00000130340,ARHGEF2,-0.107738982458463,0.256789556423326
ENSG00000180758,ENSG00000180758,SGPP2,-0.166121001954805,0.256820570230815
ENSG00000148814,ENSG00000148814,BCL11A,0.185518307757805,0.257036465401669
ENSG00000089041,ENSG00000089041,SUCLG2-DT,0.18285190977778,0.257092201472413
ENSG00000107833,ENSG00000107833,TMC8,0.40854438588307,0.257092201472413
ENSG00000204256,ENSG00000204256,H2AC20,0.124903602363695,0.257092201472413
ENSG00000173889,ENSG00000173889,PFDN2,-0.135517738859497,0.257128088291238
ENSG00000101470,ENSG00000101470,KCNH1,-0.27238488759194,
ENSG00000117569,ENSG00000117569,NCOR2,-0.136335075879478,0.257451666154515
ENSG00000153944,ENSG00000153944,COA1,-0.123303654052486,0.257541316956016
ENSG00000196810,ENSG00000196810,RUVBL2,0.182616342262286,0.257852048886249
ENSG00000253833,ENSG00000253833,,-0.478072318870613,
ENSG00000144401,ENSG00000144401,FREM1,-0.137537155322355,0.257939368237769
ENSG00000150712,ENSG00000150712,NUS1,-0.120200024136168,0.25796317115922
ENSG00000119866,ENSG00000119866,PITPNM1,-0.146130535835099,0.258054328339921
ENSG00000223856,ENSG00000223856,,-0.395009648354573,
ENSG00000240253,ENSG00000240253,,0.425260744345247,
ENSG00000276291,ENSG00000276291,RP1,-0.170039808517133,0.258903000640253
ENSG00000151092,ENSG00000151092,ZNF211,-0.0793471515553507,0.258949116914624
ENSG00000013810,ENSG00000013810,ENGASE,-0.10077170327002,0.25920191761673
ENSG00000164758,ENSG00000164758,ZNF606-AS1,-0.148649664669005,0.259372654863034
ENSG00000136026,ENSG00000136026,GALNT7-DT,-0.13405250388622,0.259476472954763
ENSG00000204790,ENSG00000204790,NCOA6,-0.183995123620438,0.259676119264779
ENSG00000275832,ENSG00000275832,UGCG,0.338523005007794,
ENSG00000213085,ENSG00000213085,MYH10,-0.23733660504526,0.260095269089952
ENSG00000285634,ENSG00000285634,,0.419561486240342,
ENSG00000226137,ENSG00000226137,CELF1,-0.232133589316034,0.260357168074084
ENSG00000140992,ENSG00000140992,ANKLE2,-0.128316286643572,0.260394175428623
ENSG00000097033,ENSG00000097033,BAG4,-0.152557132570671,0.260412226636228
ENSG00000145990,ENSG00000145990,RPL31,-0.169092050223333,0.260412226636228
ENSG00000108771,ENSG00000108771,GART,0.340636339978004,0.260566487437821
ENSG00000233005,ENSG00000233005,SLC19A2,-0.202381811385553,0.260566487437821
ENSG00000267198,ENSG00000267198,LINC01788,-0.291760650489977,0.260566487437821
ENSG00000100083,ENSG00000100083,MRPL43,0.147071519085252,0.260566487437821
ENSG00000171219,ENSG00000171219,,0.395334625138505,
ENSG00000176273,ENSG00000176273,SRP19,0.171251157198813,0.260566487437821
ENSG00000285679,ENSG00000285679,RARRES1,-0.108228085893211,0.260566487437821
ENSG00000138496,ENSG00000138496,LOC728877,0.244135425147326,0.260566487437821
ENSG00000185567,ENSG00000185567,,0.364474092899269,
ENSG00000181191,ENSG00000181191,UBAC1,0.235748307081063,0.260748555666993
ENSG00000266412,ENSG00000266412,ZSWIM1,-0.171589527762164,0.260748555666993
ENSG00000115593,ENSG00000115593,,-0.514869893214627,
ENSG00000058600,ENSG00000058600,STON2,0.145175177405544,0.260788423604561
ENSG00000128829,ENSG00000128829,COPZ1,0.0881576558937439,0.260809950989607
ENSG00000144749,ENSG00000144749,FAM117A,0.109358955485264,0.260860065649534
ENSG00000181555,ENSG00000181555,KPNA6,-0.111461928768835,0.261023096738914
ENSG00000123415,ENSG00000123415,XKR4,0.191615079907754,0.261073890936561
ENSG00000153044,ENSG00000153044,RETN,0.257420941319216,
ENSG00000078902,ENSG00000078902,MIR4435-2HG,-0.175537847831802,0.261195194030574
ENSG00000116251,ENSG00000116251,RTCB,0.335811502238713,
ENSG00000107902,ENSG00000107902,CAMKK1,-0.122160373190144,0.261414794739507
ENSG00000210140,ENSG00000210140,CDC20-DT,0.404665246412056,
ENSG00000228696,ENSG00000228696,ALOX5,-0.1395378239794,0.261561595177665
ENSG00000157184,ENSG00000157184,TMEM161A,0.185540089395962,0.261561595177665
ENSG00000125995,ENSG00000125995,PHETA1,0.360631603920105,0.261743449845876
ENSG00000248373,ENSG00000248373,DGKD,-0.215911880584389,0.262128272457047
ENSG00000120686,ENSG00000120686,HLA-DQB1,0.165288856136228,0.262128272457047
ENSG00000119729,ENSG00000119729,ATIC,-0.141298859456288,0.262128272457047
ENSG00000257925,ENSG00000257925,SNHG31,0.14524517230734,0.262128272457047
ENSG00000140876,ENSG00000140876,TRAF2,0.217141755794164,
ENSG00000137494,ENSG00000137494,RBM6,-0.119181455810949,0.262544952627957
ENSG00000170873,ENSG00000170873,NUDCD2,-0.153263222678111,0.262544952627957
ENSG00000225427,ENSG00000225427,,-0.520781834013654,
ENSG00000233098,ENSG00000233098,ZNF254,0.280800297762123,0.262844288550805
ENSG00000241678,ENSG00000241678,NKAPD1,0.214061069728773,0.262904347164413
ENSG00000164841,ENSG00000164841,NIPAL1,0.332194348152721,
ENSG00000242337,ENSG00000242337,ZNF441,0.161651125859444,0.263459658585911
ENSG00000103257,ENSG00000103257,GLI1,-0.267880841594857,0.263459658585911
ENSG00000151461,ENSG00000151461,LOXL3,-0.113528146179053,0.263509741226503
ENSG00000204397,ENSG00000204397,NCOA4,0.237165756374897,0.263645548158408
ENSG00000113658,ENSG00000113658,TRPC5,-0.138342614803689,0.263645548158408
ENSG00000100918,ENSG00000100918,GPR157,0.266746443176076,0.263909692906609
ENSG00000287031,ENSG00000287031,,0.399246815723155,
ENSG00000138336,ENSG00000138336,ZZZ3,0.121081033670717,0.263909692906609
ENSG00000112511,ENSG00000112511,GAR1,0.227770958009781,0.263927080680411
ENSG00000140320,ENSG00000140320,GPR173,0.141038767455927,0.263927080680411
ENSG00000121390,ENSG00000121390,LZTR1,-0.10514342473209,0.263927080680411
ENSG00000181035,ENSG00000181035,RUFY1,0.140608533700357,0.263927080680411
ENSG00000269556,ENSG00000269556,MNDA,-0.185871464441144,0.263927080680411
ENSG00000172939,ENSG00000172939,NSUN5P2,-0.138827801675741,0.263927080680411
ENSG00000122971,ENSG00000122971,TMEM86B,0.247240241609405,0.263927080680411
ENSG00000183741,ENSG00000183741,PHC3,0.149510559016427,0.263927080680411
ENSG00000147113,ENSG00000147113,,-0.425375280917491,
ENSG00000238184,ENSG00000238184,PAK1IP1,0.232691514256127,
ENSG00000188316,ENSG00000188316,CNOT3,0.337023589999023,
ENSG00000219163,ENSG00000219163,ARPC3,-0.36496073861816,
ENSG00000100106,ENSG00000100106,RIPOR3,-0.0986612287090026,0.264980657121407
ENSG00000286420,ENSG00000286420,,0.506888222112434,
ENSG00000132388,ENSG00000132388,UBE3D,-0.108212571667882,0.265077656545288
ENSG00000118518,ENSG00000118518,HLA-DRA,-0.120249929084706,0.265253748643773
ENSG00000151353,ENSG00000151353,ANKRD42,0.168920876364583,0.265253748643773
ENSG00000248508,ENSG00000248508,XRCC5,0.182610060095329,0.265277305594442
ENSG00000108423,ENSG00000108423,NIPSNAP1,-0.117007229607481,0.265277305594442
ENSG00000250993,ENSG00000250993,,-0.494657075424758,
ENSG00000171067,ENSG00000171067,GYPC,0.228880312986032,
ENSG00000214711,ENSG00000214711,METTL13,0.296247282886958,
ENSG00000143614,ENSG00000143614,POLR2F,-0.158923987077359,0.26604120369762
ENSG00000138442,ENSG00000138442,SEPTIN9-DT,0.116638732587961,0.26604120369762
ENSG00000243279,ENSG00000243279,OR52K3P,0.250814965485541,0.26604120369762
ENSG00000022556,ENSG00000022556,LCLAT1,0.188959751418055,0.266417077074176
ENSG00000079462,ENSG00000079462,LRRC37A3,0.201777973300849,0.266524652717051
ENSG00000158716,ENSG00000158716,KMT5B,0.256882147698527,0.266524652717051
ENSG00000174353,ENSG00000174353,RPL11,0.128507286019612,0.266524652717051
ENSG00000263590,ENSG00000263590,TRIM35,-0.212820864428821,0.267058670781436
ENSG00000149930,ENSG00000149930,NBAS,0.225551224299716,0.267058670781436
ENSG00000107872,ENSG00000107872,FRG1KP,0.280983956441409,
ENSG00000005844,ENSG00000005844,C11orf24,0.132988226448646,0.267123420648538
ENSG00000286065,ENSG00000286065,AZIN1,0.12022209920847,0.26743098927605
ENSG00000142920,ENSG00000142920,NSD1,-0.124984343208281,0.26743098927605
ENSG00000243660,ENSG00000243660,CSTF3,-0.129908236552652,0.267567930179269
ENSG00000116539,ENSG00000116539,HUWE1,-0.106903336594375,0.267567930179269
ENSG00000236825,ENSG00000236825,CCR7,0.330451237684033,0.267567930179269
ENSG00000114473,ENSG00000114473,POLG,0.0988885535025957,0.267567930179269
ENSG00000134470,ENSG00000134470,CGGBP1,0.155133260107678,0.267592363785091
ENSG00000115661,ENSG00000115661,TNRC6C,0.221521280685012,0.267592363785091
ENSG00000025800,ENSG00000025800,SDHAP1,-0.114780873607387,0.267592363785091
ENSG00000090487,ENSG00000090487,G6PD,-0.10987491347631,0.267592363785091
ENSG00000206579,ENSG00000206579,GPC2,0.273023489201147,0.267742710962208
ENSG00000136709,ENSG00000136709,TNFAIP6,-0.130371405679799,0.267742710962208
ENSG00000087074,ENSG00000087074,BCAR3,-0.22341104820104,0.267742710962208
ENSG00000174010,ENSG00000174010,GNA15,-0.211713622855973,0.267769004086571
ENSG00000115875,ENSG00000115875,KDM5A,0.184689468229284,0.267795429339973
ENSG00000229388,ENSG00000229388,HYLS1,0.268026293873336,
ENSG00000143473,ENSG00000143473,SNX22,-0.185110047304622,0.268234894982071
ENSG00000240038,ENSG00000240038,PLPP3,-0.156292664848926,0.268234894982071
ENSG00000118900,ENSG00000118900,LTBP4,-0.15215441112747,0.268234894982071
ENSG00000180089,ENSG00000180089,TFPT,-0.348843779574548,0.268234894982071
ENSG00000112419,ENSG00000112419,HLA-DMB,-0.154426765515565,0.268252425932053
ENSG00000269720,ENSG00000269720,,0.505872810933965,
ENSG00000248099,ENSG00000248099,CCL4,0.318669901990496,
ENSG00000172197,ENSG00000172197,HSPA14,-0.143621307662365,0.268319015984207
ENSG00000001461,ENSG00000001461,SLC35G1,0.105398115703165,0.268628516034467
ENSG00000014123,ENSG00000014123,PARP9,0.114412494624836,0.268640799279484
ENSG00000154822,ENSG00000154822,SPTLC2,-0.134363982352583,0.26873791477416
ENSG00000250101,ENSG00000250101,MGAT4A,-0.207600169892266,0.268946583370436
ENSG00000020129,ENSG00000020129,CARD14,0.29790013955181,
ENSG00000119718,ENSG00000119718,TM7SF3,0.259053341317246,0.269118158415163
ENSG00000131196,ENSG00000131196,PLAC9,0.109205305175675,0.269131542510585
ENSG00000185347,ENSG00000185347,,0.392797672041739,
ENSG00000105497,ENSG00000105497,TRIOBP,0.16403426067861,0.269135056259801
ENSG00000110066,ENSG00000110066,CUL2,-0.101443094533529,0.269135056259801
ENSG00000073614,ENSG00000073614,MPHOSPH10P3,-0.0973303572472834,0.269135056259801
ENSG00000141574,ENSG00000141574,SCRIB,0.263070380945093,0.269142823757355
ENSG00000036549,ENSG00000036549,DPP9,-0.118467988637032,0.269426444017734
ENSG00000005238,ENSG00000005238,MYO5C,-0.364022447367386,0.269426444017734
ENSG00000135525,ENSG00000135525,CHD6,-0.163670629377375,0.26955843993639
ENSG00000069018,ENSG00000069018,IKBIP,-0.272545744656218,
ENSG00000231925,ENSG00000231925,SGTB,0.108607357463912,0.26955843993639
ENSG00000100376,ENSG00000100376,SPDYE5,0.10367640777201,0.269817429198862
ENSG00000135378,ENSG00000135378,HLA-DRB5,0.223618814226175,0.270000345929272
ENSG00000156735,ENSG00000156735,EEF1A1,-0.0856904021728476,0.270083580400185
ENSG00000175606,ENSG00000175606,TDG,0.255669131483925,0.270124689056349
ENSG00000111481,ENSG00000111481,TOLLIP,0.145482896003998,0.270124689056349
ENSG00000255292,ENSG00000255292,CPT1A,-0.212472028601561,0.270362373635185
ENSG00000101152,ENSG00000101152,NPAS1,-0.129518088917089,0.270367788493277
ENSG00000101856,ENSG00000101856,LMTK3,-0.235729809399372,0.270393450700678
ENSG00000175470,ENSG00000175470,SUZ12P1,-0.0968665147245925,0.270393450700678
ENSG00000213669,ENSG00000213669,REDIC1,0.283666132904782,
ENSG00000160961,ENSG00000160961,LYRM4-AS1,-0.115374739766299,0.270555784358249
ENSG00000288021,ENSG00000288021,,0.32879747779657,
ENSG00000280009,ENSG00000280009,,0.429470964719799,
ENSG00000243970,ENSG00000243970,PCCA,0.239879165947141,
ENSG00000247950,ENSG00000247950,AZIN2,0.151541074126431,0.270684422074
ENSG00000165682,ENSG00000165682,ARAF,-0.201735330998137,0.270684422074
ENSG00000133195,ENSG00000133195,CHCHD6,-0.124839256461913,0.270697075254912
ENSG00000176343,ENSG00000176343,,0.486956240063378,
ENSG00000227388,ENSG00000227388,GK,-0.193204563657788,0.27089224253497
ENSG00000197134,ENSG00000197134,PHGDH,0.178813990800626,0.271266982693493
ENSG00000286511,ENSG00000286511,NEK9,-0.260398047323849,
ENSG00000141527,ENSG00000141527,TNPO3,-0.324957312172424,
ENSG00000085514,ENSG00000085514,FN3K,-0.136335077235614,0.272801933604458
ENSG00000176018,ENSG00000176018,MBOAT1,0.116791140493606,0.272818931384908
ENSG00000140521,ENSG00000140521,MIS12,0.158090517524893,0.272869161335341
ENSG00000089159,ENSG00000089159,SEPTIN14P6,-0.128483721453329,0.272904151165072
ENSG00000189014,ENSG00000189014,CLMP,0.14656888707278,0.272904151165072
ENSG00000115318,ENSG00000115318,FAM8A1,-0.21907036444124,0.272904151165072
ENSG00000164776,ENSG00000164776,ANKRD30B,0.227155058660429,0.273121517069427
ENSG00000115425,ENSG00000115425,NPIPB4,-0.113427191698888,0.273121517069427
ENSG00000108064,ENSG00000108064,SERPINA1,0.140647344459223,0.273139443478922
ENSG00000104976,ENSG00000104976,FBXO41,0.344239417946159,
ENSG00000135723,ENSG00000135723,PCGF5,0.149469965986461,0.273139443478922
ENSG00000117054,ENSG00000117054,CPT2,0.082153907166356,0.273139443478922
ENSG00000174373,ENSG00000174373,SLC11A2,-0.110758698155606,0.273139443478922
ENSG00000198826,ENSG00000198826,ADAP2,0.327307824171829,
ENSG00000142273,ENSG00000142273,,-0.366083151971148,
ENSG00000214176,ENSG00000214176,CALD1,-0.136174891402232,0.273139443478922
ENSG00000163293,ENSG00000163293,SKIC2,-0.203614142376629,0.273139443478922
ENSG00000158435,ENSG00000158435,CD1C,-0.130835508724202,0.273139443478922
ENSG00000142676,ENSG00000142676,ZNF813,0.291870895815354,0.273139443478922
ENSG00000149527,ENSG00000149527,,0.358274145915501,
ENSG00000251293,ENSG00000251293,OSMR,-0.307842709218904,
ENSG00000186280,ENSG00000186280,BZW1,0.412429049728268,
ENSG00000004660,ENSG00000004660,RILP,-0.216174529906828,0.273246376603036
ENSG00000136732,ENSG00000136732,ZNF283,-0.319752170118857,0.27327271062157
ENSG00000088038,ENSG00000088038,YRDC,-0.167907688759386,0.273333904464716
ENSG00000198429,ENSG00000198429,PSME1,0.132759827273063,0.2733520032247
ENSG00000230724,ENSG00000230724,MTCYBP31,-0.328126009490836,0.2733520032247
ENSG00000065268,ENSG00000065268,PPCS,0.231852592742647,0.2733520032247
ENSG00000176809,ENSG00000176809,FREM2,-0.121728222600392,0.2733520032247
ENSG00000172409,ENSG00000172409,DNAH11,-0.305138336238165,
ENSG00000287625,ENSG00000287625,PLCL2,0.117434052225352,0.273404291483402
ENSG00000196503,ENSG00000196503,LGALS9,0.365212818979808,
ENSG00000165055,ENSG00000165055,NCDN,0.134130451426758,0.273404291483402
ENSG00000137936,ENSG00000137936,ANK1,-0.119638471889468,0.273417285555644
ENSG00000044459,ENSG00000044459,PPAT,-0.160275449923011,0.273715236258109
ENSG00000228887,ENSG00000228887,GPAM,0.208472738309321,0.273715236258109
ENSG00000083720,ENSG00000083720,RBM15B,0.119402409718085,0.273715236258109
ENSG00000162928,ENSG00000162928,ZNF257,0.0918169090019678,0.273926051817144
ENSG00000196498,ENSG00000196498,ZNF320,-0.115802076414004,0.274139611667988
ENSG00000198324,ENSG00000198324,GRIP1,0.316510101980154,
ENSG00000236466,ENSG00000236466,,0.509493412877932,
ENSG00000091483,ENSG00000091483,CIT,0.223037557912794,0.274296119113362
ENSG00000089195,ENSG00000089195,SH2B3,0.214867747150301,0.274473278917889
ENSG00000055950,ENSG00000055950,UBN2,0.284188100416017,
ENSG00000169139,ENSG00000169139,CD58,0.103496102014587,0.27472234031289
ENSG00000111596,ENSG00000111596,YPEL3-DT,-0.104846454370712,0.27472234031289
ENSG00000189090,ENSG00000189090,,0.514325313024006,
ENSG00000115540,ENSG00000115540,GOLGA5,0.228911682739413,0.275395454904224
ENSG00000121073,ENSG00000121073,TBRG4,0.179684141009409,0.275395454904224
ENSG00000064115,ENSG00000064115,CD2BP2,-0.131618230248193,0.275449964460298
ENSG00000282933,ENSG00000282933,AFG3L2,-0.268524004898322,0.275623330109331
ENSG00000125450,ENSG00000125450,TIPRL,0.0896219146611129,0.275655805743043
ENSG00000171634,ENSG00000171634,FKBP1B,-0.130271061571189,0.275841869570905
ENSG00000165637,ENSG00000165637,SNAPC2,0.137484377980292,0.276212619161095
ENSG00000105258,ENSG00000105258,LAPTM4A,0.245942248699152,0.276332050134633
ENSG00000027847,ENSG00000027847,ZNF333,0.22338560517214,
ENSG00000245888,ENSG00000245888,NRGN,-0.170241455618713,0.27653121866619
ENSG00000136448,ENSG00000136448,RAB11FIP5,0.11537975111597,0.27653121866619
ENSG00000260997,ENSG00000260997,MPC1,0.23942945489426,
ENSG00000233862,ENSG00000233862,YDJC,0.32569349514651,
ENSG00000078687,ENSG00000078687,MANF,-0.103177118349202,0.277290032495383
ENSG00000242324,ENSG00000242324,UBTD2,-0.214370262392866,0.277385412987028
ENSG00000172954,ENSG00000172954,MAPK14,-0.127542419387807,0.277385412987028
ENSG00000135631,ENSG00000135631,HEPHL1,0.231160527387265,
ENSG00000262714,ENSG00000262714,WDR75,-0.225951731584176,0.277511165683974
ENSG00000130818,ENSG00000130818,ZNF487,0.167164610419251,0.277918246990701
ENSG00000264350,ENSG00000264350,,0.497149538854783,
ENSG00000079246,ENSG00000079246,ZNF445,-0.0921496040513711,0.277961898047511
ENSG00000180628,ENSG00000180628,TMPO,-0.21850065248052,0.27804030464546
ENSG00000249956,ENSG00000249956,,-0.451227650841928,
ENSG00000183742,ENSG00000183742,PATL2,0.201252573913334,0.278188687907415
ENSG00000261302,ENSG00000261302,GOT2,0.278436801503982,
ENSG00000125755,ENSG00000125755,PDXDC1,0.148574197521117,0.278425158010332
ENSG00000151779,ENSG00000151779,LINC01291,-0.108354546174998,0.278425158010332
ENSG00000064545,ENSG00000064545,EFCAB3,0.187825763743977,0.278425158010332
ENSG00000198646,ENSG00000198646,RPL13AP22,-0.0984604927597895,0.278471928045004
ENSG00000237460,ENSG00000237460,GCDH,-0.329771639450656,
ENSG00000111252,ENSG00000111252,ANXA3,-0.102211518810195,0.278638761133879
ENSG00000176124,ENSG00000176124,SCG5,-0.127239458660025,0.278638761133879
ENSG00000140104,ENSG00000140104,CTNNB1,0.277445296969329,
ENSG00000132718,ENSG00000132718,IKBKB,0.189639466918601,0.278757001050515
ENSG00000012779,ENSG00000012779,IER2,-0.146278936303809,0.278757001050515
ENSG00000267041,ENSG00000267041,FH,0.114243522557787,0.278757001050515
ENSG00000175198,ENSG00000175198,ARHGEF33,-0.101977461713302,0.278757001050515
ENSG00000084623,ENSG00000084623,HGSNAT,0.181661915081298,0.278757001050515
ENSG00000066455,ENSG00000066455,HEATR3,-0.1085349510086,0.278757001050515
ENSG00000225101,ENSG00000225101,GNPDA1,-0.313738382606911,0.278757001050515
ENSG00000173226,ENSG00000173226,MYO15A,0.0980140159601942,0.278757001050515
ENSG00000183207,ENSG00000183207,UAP1,0.165651608406998,0.278757001050515
ENSG00000086758,ENSG00000086758,TRNT1,-0.109969222373609,0.278857246008057
ENSG00000118420,ENSG00000118420,TELO2,-0.133846341668309,0.278857246008057
ENSG00000260133,ENSG00000260133,,0.37771987559782,
ENSG00000280286,ENSG00000280286,THUMPD2,-0.246173776680964,0.279180069860495
ENSG00000222017,ENSG00000222017,TEX36,0.188999005557783,0.279180069860495
ENSG00000168612,ENSG00000168612,SNRPF,-0.222334778624606,0.279180069860495
ENSG00000106603,ENSG00000106603,FN3KRP,-0.125298915018606,0.279180069860495
ENSG00000166272,ENSG00000166272,PCCA-DT,-0.108297052219724,0.279180069860495
ENSG00000168078,ENSG00000168078,,0.431727979774552,
ENSG00000104365,ENSG00000104365,CHSY3,-0.137011084854705,0.280138079502652
ENSG00000229424,ENSG00000229424,LINC01399,-0.365444954625141,
ENSG00000149809,ENSG00000149809,EYA3,0.291616996647828,
ENSG00000198225,ENSG00000198225,,-0.390041064475194,
ENSG00000239793,ENSG00000239793,,-0.391990362595696,
ENSG00000092010,ENSG00000092010,PRELID3B,0.219169485541193,0.280968918900352
ENSG00000235560,ENSG00000235560,,0.350662975223305,
ENSG00000198521,ENSG00000198521,RSL24D1,0.113928994132658,0.281251988579656
ENSG00000173208,ENSG00000173208,PPP1R15A,0.173775119857361,0.281251988579656
ENSG00000164051,ENSG00000164051,TFB2M,0.3171224389224,
ENSG00000166435,ENSG00000166435,TRPC4AP,-0.12382808526409,0.281490802115126
ENSG00000234694,ENSG00000234694,KDM4C,0.26219554978594,
ENSG00000163563,ENSG00000163563,RAB29,-0.197582388215945,0.281530590200137
ENSG00000269404,ENSG00000269404,SKIC3,0.231560139362571,0.281585005044818
ENSG00000104915,ENSG00000104915,KANSL1L,0.196283272043776,0.281585005044818
ENSG00000180777,ENSG00000180777,ANKRD27,0.375542651908059,
ENSG00000137154,ENSG00000137154,HSPA1A,0.227652683362529,0.281585005044818
ENSG00000283345,ENSG00000283345,HNRNPH3,-0.219315228499342,0.281585005044818
ENSG00000111344,ENSG00000111344,,0.48137179853027,
ENSG00000107554,ENSG00000107554,BOD1L1,-0.115887157587895,0.281923585344042
ENSG00000179344,ENSG00000179344,RBM15,0.237643388773606,0.281967325303552
ENSG00000155974,ENSG00000155974,THADA,-0.111935036679199,0.282034497222723
ENSG00000140740,ENSG00000140740,ATE1,0.108757025987279,0.282034497222723
ENSG00000136261,ENSG00000136261,TERF2,0.134503723357688,0.282034497222723
ENSG00000181634,ENSG00000181634,,0.439136359207278,
ENSG00000106133,ENSG00000106133,HEATR4,-0.200288084783849,0.282034497222723
ENSG00000148154,ENSG00000148154,KMO,-0.131044154638083,0.282034497222723
ENSG00000111087,ENSG00000111087,AIMP1,-0.180168529411417,0.282034497222723
ENSG00000181333,ENSG00000181333,EXOSC4,-0.199765242854994,0.282034497222723
ENSG00000122966,ENSG00000122966,LINC01937,0.251378360776424,0.282034497222723
ENSG00000242798,ENSG00000242798,DHCR24,0.261123514182783,0.282034497222723
ENSG00000100596,ENSG00000100596,ARID1A,-0.107760210414588,0.282034497222723
ENSG00000261879,ENSG00000261879,CLEC1B,0.140368866842713,0.282034497222723
ENSG00000176973,ENSG00000176973,LINC01661,0.207051268929643,0.282034497222723
ENSG00000175893,ENSG00000175893,TIMMDC1,0.150211559161013,0.282034497222723
ENSG00000118849,ENSG00000118849,NDUFC1,-0.128194308887235,0.282034497222723
ENSG00000275004,ENSG00000275004,STRADB,0.193306052726085,0.282034497222723
ENSG00000258744,ENSG00000258744,TTC16,0.264085329275258,
ENSG00000104918,ENSG00000104918,IRAK2,0.341995773448168,0.282034497222723
ENSG00000261824,ENSG00000261824,BAG6,0.103571151398127,0.282034497222723
ENSG00000137876,ENSG00000137876,RHOJ,0.234324323244666,0.282034497222723
ENSG00000119782,ENSG00000119782,BOP1,-0.38324125952886,
ENSG00000158863,ENSG00000158863,LRRC74A,0.186780019036694,0.282179758048053
ENSG00000269460,ENSG00000269460,,0.401832755925861,
ENSG00000180881,ENSG00000180881,SPTLC3,0.178632508175826,0.282179758048053
ENSG00000257167,ENSG00000257167,,0.42155430345058,
