Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Biological_Process_2023,Hyperosmotic Response (GO:0006972),1/7,0.0170268574512903,0.1459722250942773,0,0,69.25347222222223,282.06685294018627,YBX3
GO_Biological_Process_2023,Negative Regulation Of Angiogenesis (GO:0016525),2/86,0.0188565392796525,0.1459722250942773,0,0,10.064336372847013,39.96442815292184,ANGPT4;SPARC
GO_Biological_Process_2023,Regulation Of Gene Expression (GO:0010468),7/1127,0.0191789570856692,0.1459722250942773,0,0,2.802232142857143,11.079862203550867,PID1;ANGPT1;ZNF219;GATA2;YBX3;SLC8A1;KLF1
GO_Biological_Process_2023,Negative Regulation Of Oxidative Stress-Induced Neuron Death (GO:1903204),1/8,0.0194359741846122,0.1459722250942773,0,0,59.35714285714285,233.9045135601692,FBXO7
GO_Biological_Process_2023,"Phototransduction, Visible Light (GO:0007603)",1/8,0.0194359741846122,0.1459722250942773,0,0,59.35714285714285,233.9045135601692,GNAQ
GO_Biological_Process_2023,Positive Regulation Of ATP Biosynthetic Process (GO:2001171),1/8,0.0194359741846122,0.1459722250942773,0,0,59.35714285714285,233.9045135601692,PID1
GO_Biological_Process_2023,Positive Regulation Of Blood Vessel Endothelial Cell Proliferation Involved In Sprouting Angiogenesis (GO:1903589),1/8,0.0194359741846122,0.1459722250942773,0,0,59.35714285714285,233.9045135601692,GATA2
GO_Biological_Process_2023,Negative Regulation Of Protein Kinase Activity (GO:0006469),2/88,0.0196880787024333,0.1459722250942773,0,0,9.829292429490351,38.606924395172186,GNAQ;SLC8A1
GO_Biological_Process_2023,Regulation Of Peptidyl-Tyrosine Phosphorylation (GO:0050730),2/90,0.0205348331635039,0.1459722250942773,0,0,9.604932301740812,37.32123861128528,ANGPT4;ANGPT1
GO_Biological_Process_2023,Regulation Of Endothelial Cell Proliferation (GO:0001936),2/93,0.0218331381638993,0.1459722250942773,0,0,9.28688332943652,35.51607275715026,SPARC;ANGPT1
